,year,office_consolidated,vote_share,winner,incumbent,pid_est,gender_est,race_est,loser,incumbent_win,incumbent_lose,random
120720,2000,Mayor,0,0,0,Unknown,Unknown,Caucasian,1,0,1,0.3790480848
52458,2002,Mayor,0.53,1,0,Democrat,Male,Caucasian,0,0,1,0.336597955
54466,2004,Mayor,0.34,0,0,Democrat,Female,Caucasian,1,0,1,0.6445274429
26410,1997,Mayor,0.24,0,1,Republican,Male,Caucasian,1,0,1,0.8417405766
46000,2011,Mayor,0.69,1,1,Democrat,Male,Caucasian,0,1,0,0.2675345513
113423,1996,Mayor,0.01,0,0,Democrat,Male,Hispanic,1,0,1,0.7696838676
39513,1998,Mayor,1,1,1,Democrat,Female,Caucasian,0,1,0,0.8526785446
117136,2009,Mayor,0.05,0,0,Republican,Male,Caucasian,1,0,1,0.3912132173
78225,1993,Mayor,0.55,1,0,Democrat,Male,Caucasian,0,0,1,0.6776638782
76895,1995,Mayor,1,1,1,Democrat,Female,Caucasian,0,1,0,0.0935370558
96329,2014,Mayor,0.12,0,0,Democrat,Male,Caucasian,1,0,1,0.7874745904
41917,2021,Mayor,0.59,1,0,Republican,Male,Caucasian,0,0,1,0.2384088901
16230,2021,Mayor,0.52,1,0,Democrat,Female,Black,0,0,1,0.9188692929
73415,2019,Mayor,0.23,0,0,Democrat,Male,Caucasian,1,0,1,0.01785492905
52535,2013,Mayor,0.54,1,0,Republican,Male,Caucasian,0,0,1,0.01264823964
31048,1997,Mayor,0.43,0,1,Democrat,Female,Caucasian,1,0,1,0.4406263299
73400,2005,Mayor,0.2,0,0,Democrat,Male,Black,1,0,1,0.5754750357
124164,2003,Mayor,0,0,0,Unknown,Male,Black,1,0,1,0.6007632014
30211,2003,Mayor,0.53,1,0,Democrat,Male,Caucasian,0,0,1,0.8388155704
110936,2013,Mayor,0.04,0,0,Democrat,Male,Caucasian,1,0,1,0.9822163675
7583,2019,Mayor,0.41,0,0,Democrat,Male,Hispanic,1,0,1,0.4799889803
58192,2019,Mayor,0.36,0,0,Democrat,Male,Caucasian,1,0,1,0.01082766644
68234,2004,Mayor,1,1,0,Republican,Male,Caucasian,0,0,1,0.5227309837
69358,2010,Mayor,0.28,0,0,Republican,Female,Caucasian,1,0,1,0.7257556217
112019,2021,Mayor,0.05,0,0,Democrat,Male,Black,1,0,1,0.02849429279
80537,2002,Mayor,0.49,0,0,Republican,Male,Caucasian,1,0,1,0.9834070086
30905,2010,Mayor,0.36,0,0,Republican,Male,Caucasian,1,0,1,0.8845228233
72008,1998,Mayor,0.41,0,1,Democrat,Male,Caucasian,1,0,1,0.2829790824
119570,2010,Mayor,0.02,0,0,Unknown,Male,Caucasian,1,0,1,0.6532342509
123626,2020,Mayor,0,0,0,Unknown,Male,Caucasian,1,0,1,0.1968404364
44525,2011,Mayor,0.6,1,0,Democrat,Male,Caucasian,0,0,1,0.2854458025
113987,2004,Mayor,0.03,0,0,Unknown,Unknown,Caucasian,1,0,1,0.6623132589
118822,1995,Mayor,0.02,0,0,Unknown,Male,Caucasian,1,0,1,0.9364297088
37868,1999,Mayor,1,1,1,Republican,Male,Caucasian,0,1,0,0.5332226274
122115,2005,Mayor,0.01,0,0,Unknown,Male,Hispanic,1,0,1,0.03075563432
61085,2001,Mayor,0.3,1,0,Democrat,Female,Caucasian,0,0,1,0.8672353917
119279,2001,Mayor,0.02,0,0,Democrat,Male,Caucasian,1,0,1,0.6745634462
115330,2014,Mayor,0.02,0,0,Democrat,Male,Black,1,0,1,0.334026058
20348,2010,Mayor,0.65,1,0,Republican,Female,Caucasian,0,0,1,0.04063191544
104579,1995,Mayor,0.26,0,0,Democrat,Female,Caucasian,1,0,1,0.843315697
42572,2011,Mayor,0.72,1,1,Unknown,Unknown,Hispanic,0,1,0,0.1838117939
104778,2018,Mayor,0,0,0,Unknown,Male,Caucasian,1,0,1,0.3125885356
112937,2006,Mayor,1,1,0,Unknown,Male,Caucasian,0,0,1,0.06664569061
39863,2004,Mayor,0.56,1,0,Republican,Male,Caucasian,0,0,1,0.3016836274
118639,1997,Mayor,0.05,0,0,Unknown,Male,Hispanic,1,0,1,0.2749983533
70358,2000,Mayor,0.37,0,0,Democrat,Female,Caucasian,1,0,1,0.743491162
12590,2004,Mayor,0.69,1,1,Democrat,Male,Caucasian,0,1,0,0.8220881959
105323,2015,Mayor,0.22,0,1,Unknown,Male,Black,1,0,1,0.9827912222
30782,2013,Mayor,0.59,1,0,Democrat,Male,Caucasian,0,0,1,0.6203907551
20398,2003,Mayor,0.47,0,0,Democrat,Male,Caucasian,1,0,1,0.9131108879
16046,2011,Mayor,0.4,0,0,Republican,Male,Caucasian,1,0,1,0.1415479302
40436,2012,Mayor,0.26,0,0,Unknown,Unknown,Unknown,1,0,1,0.8667296414
122485,2013,Mayor,0,0,0,Republican,Male,Caucasian,1,0,1,0.6848557967
90364,1993,Mayor,0.33,0,0,Democrat,Male,Caucasian,1,0,1,0.5861382546
34717,2000,Mayor,0.6,1,0,Democrat,Male,Caucasian,0,0,1,0.6884432551
119538,2021,Mayor,0,0,0,Unknown,Female,Caucasian,1,0,1,0.6849879149
56403,2011,Mayor,0.56,1,0,Republican,Male,Caucasian,0,0,1,0.0003349616776
124025,2005,Mayor,0,0,0,Unknown,Unknown,Caucasian,1,0,1,0.4196097837
4895,2007,Mayor,0.52,1,0,Republican,Male,Caucasian,0,0,1,0.7887879648
80966,2007,Mayor,0.46,0,0,Republican,Male,Caucasian,1,0,1,0.8434254732
118708,2005,Mayor,0.03,0,0,Republican,Male,Caucasian,1,0,1,0.3252958147
42468,2006,Mayor,0.49,1,1,Democrat,Male,Black,0,1,0,0.8390117694
115828,2009,Mayor,0.01,0,0,Democrat,Male,Caucasian,1,0,1,0.6852880295
75817,2011,Mayor,0.81,1,1,Democrat,Male,Hispanic,0,1,0,0.5273632409
74531,1998,Mayor,0.47,0,0,Democrat,Female,Hispanic,1,0,1,0.1497619924
71720,2013,Mayor,0.31,0,0,Democrat,Male,Caucasian,1,0,1,0.8802702071
37984,2015,Mayor,0.61,1,0,Republican,Male,Caucasian,0,0,1,0.8779373938
19623,2008,Mayor,1,1,1,Republican,Female,Caucasian,0,1,0,0.3270803779
61108,2005,Mayor,0.22,0,0,Unknown,Unknown,Caucasian,1,0,1,0.08171827264
101472,2005,Mayor,0,0,0,Democrat,Male,Caucasian,1,0,1,0.8969492524
61298,2017,Mayor,0.6,1,1,Republican,Male,Caucasian,0,1,0,0.2456016547
76378,1997,Mayor,0.19,0,0,Democrat,Unknown,Caucasian,1,0,1,0.1956369024
32137,2002,Mayor,0.48,0,0,Democrat,Male,Caucasian,1,0,1,0.8821334329
123811,2020,Mayor,0,0,0,Republican,Male,Caucasian,1,0,1,0.8337388146
27417,2006,Mayor,1,1,1,Republican,Female,Caucasian,0,1,0,0.3276481494
49655,2007,Mayor,0.36,1,0,Democrat,Female,Caucasian,0,0,1,0.9308254599
34959,2018,Mayor,0.4,0,0,Democrat,Female,Caucasian,1,0,1,0.3035387126
36054,2001,Mayor,0.68,1,1,Democrat,Male,Caucasian,0,1,0,0.975318992
46691,2003,Mayor,0.41,0,0,Republican,Male,Hispanic,1,0,1,0.48550202
96504,2021,Mayor,0.17,0,0,Republican,Male,Caucasian,1,0,1,0.6591875664
70803,2021,Mayor,0.54,1,0,Unknown,Male,Caucasian,0,0,1,0.4310446276
73277,2013,Mayor,0.38,0,0,Democrat,Unknown,Caucasian,1,0,1,0.6939477364
69016,2009,Mayor,0.43,1,0,Democrat,Male,Caucasian,0,0,1,0.6610771824
115253,2019,Mayor,0,0,0,Democrat,Male,Caucasian,1,0,1,0.9924132346
106686,1994,Mayor,0.38,0,0,Unknown,Male,Caucasian,1,0,1,0.9248748982
47394,2019,Mayor,0.67,1,1,Democrat,Male,Caucasian,0,1,0,0.7396252459
92426,2011,Mayor,0.23,0,0,Republican,Male,Caucasian,1,0,1,0.1023524506
105665,2017,Mayor,0.11,0,0,Unknown,Male,Asian,1,0,1,0.6250753933
53249,2019,Mayor,0.51,1,0,Democrat,Female,Caucasian,0,0,1,0.419940786
15477,2000,Mayor,1,1,1,Democrat,Male,Hispanic,0,1,0,0.04344667779
122926,2007,Mayor,0,0,0,Republican,Male,Black,1,0,1,0.7359326814
67596,2017,Mayor,1,1,0,Democrat,Male,Caucasian,0,0,1,0.1475331754
12387,2009,Mayor,0.51,1,0,Democrat,Male,Caucasian,0,0,1,0.3506752042
119383,2021,Mayor,0.02,0,0,Democrat,Male,Caucasian,1,0,1,0.8377626074
35889,2010,Mayor,0.47,0,0,Unknown,Female,Caucasian,1,0,1,0.8322553529
90402,2019,Mayor,0.17,0,0,Republican,Unknown,Black,1,0,1,0.7589711842
86205,2016,Mayor,0.02,0,0,Democrat,Male,Caucasian,1,0,1,0.6382905667
69329,2020,Mayor,0.15,0,0,Democrat,Male,Caucasian,1,0,1,0.1360245088
36317,2014,Mayor,0.42,0,1,Democrat,Male,Caucasian,1,0,1,0.2311732915
15473,2012,Mayor,0.53,1,0,Republican,Male,Caucasian,0,0,1,0.3829247094
50730,1996,Mayor,0.4,0,0,Unknown,Male,Caucasian,1,0,1,0.00282022741
65002,2008,Mayor,0.68,1,0,Republican,Male,Black,0,0,1,0.2607001943
85661,1997,Mayor,0.24,0,0,Republican,Male,Caucasian,1,0,1,0.6739646193
99302,2011,Mayor,0.1,0,0,Unknown,Unknown,Hispanic,1,0,1,0.4112734211
92499,2020,Mayor,0.04,0,0,Democrat,Male,Caucasian,1,0,1,0.1437484117
30490,2018,Mayor,0.64,1,1,Republican,Male,Caucasian,0,1,0,0.1594018309
546,2013,Mayor,0.24,0,0,Republican,Male,Caucasian,1,0,1,0.7223912036
68226,2021,Mayor,0.5,0,0,Republican,Male,Caucasian,1,0,1,0.9325689219
121230,1997,Mayor,0,0,0,Democrat,Male,Black,1,0,1,0.6707287162
76846,2020,Mayor,0.05,0,0,Unknown,Unknown,Caucasian,1,0,1,0.7073776566
56672,2005,Mayor,0.46,0,0,Unknown,Unknown,Unknown,1,0,1,0.3362474132
67249,2007,Mayor,0.35,0,1,Democrat,Male,Black,1,0,1,0.8366947724
88836,1995,Mayor,0.55,1,0,Unknown,Male,Caucasian,0,0,1,0.4598369841
6689,2009,Mayor,0.6,1,0,Democrat,Male,Black,0,0,1,0.05877532684
24878,1995,Mayor,0.52,1,0,Democrat,Male,Caucasian,0,0,1,0.427910738
44066,2018,Mayor,1,1,1,Democrat,Male,Caucasian,0,1,0,0.6302398289
78052,2013,Mayor,1,1,1,Republican,Male,Caucasian,0,1,0,0.06099921776
116075,1994,Mayor,1,1,1,Republican,Unknown,Caucasian,0,1,0,0.3795935457
60243,2017,Mayor,0.23,0,1,Republican,Male,Caucasian,1,0,1,0.6157271812
105700,2017,Mayor,0.04,0,0,Republican,Male,Caucasian,1,0,1,0.1455988213
32996,2006,Mayor,0.25,0,0,Democrat,Male,Caucasian,1,0,1,0.8886807972
57433,2013,Mayor,0.54,1,1,Democrat,Female,Caucasian,0,1,0,0.9719957203
30095,1994,Mayor,0.29,0,0,Republican,Male,Caucasian,1,0,1,0.9576333909
87594,2015,Mayor,0.4,0,0,Republican,Male,Caucasian,1,0,1,0.5816970806
102320,2016,Mayor,0.02,0,0,Republican,Male,Caucasian,1,0,1,0.1906185334
3009,2019,Mayor,0.56,1,1,Democrat,Male,Black,0,1,0,0.8826678248
31094,1995,Mayor,1,1,0,Democrat,Male,Caucasian,0,0,1,0.6622387599
29409,2015,Mayor,0.58,1,0,Republican,Male,Caucasian,0,0,1,0.4753687641
77436,1995,Mayor,0.43,0,0,Unknown,Unknown,Caucasian,1,0,1,0.2083223212
18351,2010,Mayor,0.74,1,1,Republican,Male,Caucasian,0,1,0,0.577160023
112352,1995,Mayor,0.01,0,0,Democrat,Male,Caucasian,1,0,1,0.6466607639
33636,2019,Mayor,1,1,1,Unknown,Male,Caucasian,0,1,0,0.2698009338
31633,2005,Mayor,0.55,1,0,Democrat,Male,Caucasian,0,0,1,0.5182684318
10799,2007,Mayor,0.63,1,1,Democrat,Male,Caucasian,0,1,0,0.1576594417
51763,2017,Mayor,1,1,1,Democrat,Male,Caucasian,0,1,0,0.3387268212
38309,1996,Mayor,0.6,1,1,Republican,Male,Caucasian,0,1,0,0.120088945
110300,2017,Mayor,0.11,0,0,Unknown,Male,Caucasian,1,0,1,0.2741520337
27799,2011,Mayor,0.3,0,0,Republican,Female,Caucasian,1,0,1,0.9033997391
54722,1998,Mayor,0.8,1,0,Unknown,Female,Caucasian,0,0,1,0.3057266681
98840,2001,Mayor,0.05,0,0,Unknown,Male,Caucasian,1,0,1,0.4558306622
125888,2010,Mayor,1,1,0,Democrat,Male,Hispanic,0,0,1,0.9582616151
7803,2020,Mayor,0.63,1,1,Democrat,Male,Caucasian,0,1,0,0.6209202918
54004,2007,Mayor,0.48,0,0,Republican,Male,Caucasian,1,0,1,0.1327193498
52,2001,Mayor,0.5,1,0,Republican,Male,Caucasian,0,0,1,0.6068206998
70201,2011,Mayor,0.18,0,0,Democrat,Male,Black,1,0,1,0.2939833065
3780,2013,Mayor,0.57,1,1,Democrat,Female,Caucasian,0,1,0,0.4056460418
75638,2020,Mayor,0.04,0,0,Unknown,Male,Hispanic,1,0,1,0.4704693673
97391,2007,Mayor,0.12,0,0,Democrat,Male,Caucasian,1,0,1,0.4902880698
123480,2013,Mayor,0,0,0,Unknown,Female,Caucasian,1,0,1,0.1716384992
68358,2005,Mayor,0.48,0,0,Democrat,Male,Caucasian,1,0,1,0.9367669753
42519,2005,Mayor,1,1,0,Republican,Female,Caucasian,0,0,1,0.3264066594
95047,2007,Mayor,0.13,0,0,Republican,Male,Caucasian,1,0,1,0.9567536664
8773,2012,Mayor,1,1,1,Republican,Male,Caucasian,0,1,0,0.796303588
78403,2015,Mayor,0.41,1,0,Democrat,Male,Caucasian,0,0,1,0.3541533298
82846,2007,Mayor,0.23,0,0,Republican,Male,Caucasian,1,0,1,0.4815755413
31332,1999,Mayor,0.46,0,0,Republican,Male,Caucasian,1,0,1,0.8964669874
74327,2005,Mayor,0.78,1,1,Republican,Male,Caucasian,0,1,0,0.7789556605
4504,2003,Mayor,0.63,1,1,Democrat,Male,Caucasian,0,1,0,0.09905146008
114928,2016,Mayor,0.01,0,0,Unknown,Unknown,Caucasian,1,0,1,0.3823579911
3212,1996,Mayor,0.43,0,0,Democrat,Male,Asian,1,0,1,0.619513832
59604,2001,Mayor,0.83,1,0,Republican,Male,Caucasian,0,0,1,0.5612333159
8047,2016,Mayor,0.71,1,0,Democrat,Male,Black,0,0,1,0.8395621707
40809,2003,Mayor,0.89,1,1,Democrat,Male,Caucasian,0,1,0,0.9778270782
104716,1998,Mayor,0.01,0,0,Democrat,Male,Black,1,0,1,0.3400701844
45566,2015,Mayor,0.54,1,0,Democrat,Male,Caucasian,0,0,1,0.3892977132
45532,2010,Mayor,0.44,0,0,Republican,Male,Caucasian,1,0,1,0.7474117497
67065,2014,Mayor,0.44,0,0,Democrat,Male,Hispanic,1,0,1,0.7519063582
75246,2015,Mayor,0.78,1,0,Democrat,Male,Caucasian,0,0,1,0.8189095876
23770,2004,Mayor,0.44,0,0,Unknown,Male,Caucasian,1,0,1,0.03372323917
87400,2001,Mayor,0.22,0,0,Republican,Male,Caucasian,1,0,1,0.9442833009
27896,2011,Mayor,0.56,1,0,Democrat,Male,Caucasian,0,0,1,0.6340818644
41838,2007,Mayor,0.75,1,1,Republican,Male,Caucasian,0,1,0,0.3481548511
126562,2021,Mayor,1,1,0,Democrat,Male,Black,0,0,1,0.5900433567
121585,2013,Mayor,0,0,0,Democrat,Male,Caucasian,1,0,1,0.893984286
122607,2017,Mayor,0,0,0,Unknown,Male,Caucasian,1,0,1,0.5632330908
60671,1998,Mayor,0.25,0,0,Democrat,Male,Hispanic,1,0,1,0.2983969916
63599,2019,Mayor,0.4,0,0,Democrat,Female,Black,1,0,1,0.9885220965
50176,2015,Mayor,0.33,0,0,Republican,Male,Caucasian,1,0,1,0.8809834577
99801,2017,Mayor,0.03,0,0,Democrat,Male,Black,1,0,1,0.226219987
117100,2009,Mayor,0.01,0,0,Republican,Female,Caucasian,1,0,1,0.3906879455
90951,2014,Mayor,0.06,0,0,Democrat,Male,Caucasian,1,0,1,0.2919171112
80706,2021,Mayor,0.16,0,0,Republican,Male,Caucasian,1,0,1,0.4863587154
27585,1996,Mayor,0.6,1,0,Republican,Female,Caucasian,0,0,1,0.8961834681
37337,2013,Mayor,0.69,1,1,Democrat,Male,Caucasian,0,1,0,0.7045455371
74948,2010,Mayor,0.17,0,0,Unknown,Male,Hispanic,1,0,1,0.466445338
55008,2018,Mayor,0.19,0,0,Republican,Male,Caucasian,1,0,1,0.1489546013
30960,2020,Mayor,0.45,0,0,Unknown,Male,Caucasian,1,0,1,0.3550865265
112474,2011,Mayor,0.21,0,0,Unknown,Male,Caucasian,1,0,1,0.1879927274
59501,2014,Mayor,0.27,0,0,Republican,Male,Caucasian,1,0,1,0.07385801065
41189,2003,Mayor,0.26,0,0,Republican,Female,Caucasian,1,0,1,0.4825567732
67958,2021,Mayor,0.37,0,0,Republican,Male,Caucasian,1,0,1,0.600844482
37282,2004,Mayor,0.51,1,1,Unknown,Male,Hispanic,0,1,0,0.09678566058
73317,2008,Mayor,0.36,0,0,Democrat,Male,Caucasian,1,0,1,0.2514765032
29519,2006,Mayor,0.62,1,0,Republican,Male,Caucasian,0,0,1,0.009147651853
4128,1994,Mayor,0.54,1,0,Democrat,Male,Black,0,0,1,0.4114620471
28356,2016,Mayor,0.63,1,0,Democrat,Male,Caucasian,0,0,1,0.3573675749
48279,2004,Mayor,0.54,1,1,Democrat,Male,Caucasian,0,1,0,0.4222364508
56706,2005,Mayor,1,1,0,Democrat,Male,Caucasian,0,0,1,0.3638162473
64739,2002,Mayor,0.2,0,1,Democrat,Male,Caucasian,1,0,1,0.8669160214
54273,2017,Mayor,0.59,1,0,Republican,Male,Caucasian,0,0,1,0.321719235
18845,2016,Mayor,1,1,1,Republican,Male,Caucasian,0,1,0,0.4082323059
55471,2007,Mayor,0.37,0,1,Democrat,Male,Caucasian,1,0,1,0.8286520698
55001,2018,Mayor,0.46,1,1,Democrat,Male,Hispanic,0,1,0,0.6140923876
23392,2005,Mayor,0.62,1,0,Republican,Male,Caucasian,0,0,1,0.762158398
8680,2000,Mayor,0.56,1,1,Democrat,Male,Caucasian,0,1,0,0.008950333738
115580,2000,Mayor,0.02,0,0,Unknown,Male,Caucasian,1,0,1,0.2609615169
37426,2016,Mayor,0.39,0,1,Republican,Male,Caucasian,1,0,1,0.0009068442732
65515,1995,Mayor,0.46,1,1,Democrat,Male,Caucasian,0,1,0,0.2402743364
65545,1994,Mayor,0.36,0,0,Unknown,Male,Caucasian,1,0,1,0.6493227482
35547,2021,Mayor,0.63,1,0,Republican,Male,Caucasian,0,0,1,0.09540253097
121389,2005,Mayor,0.01,0,0,Republican,Male,Hispanic,1,0,1,0.202808556
75913,2017,Mayor,0.39,0,1,Republican,Male,Caucasian,1,0,1,0.1765660491
27137,2017,Mayor,0.57,1,0,Republican,Male,Caucasian,0,0,1,0.4029318645
112346,2020,Mayor,0.07,0,0,Unknown,Male,Asian,1,0,1,0.1201415005
68389,2003,Mayor,0.43,0,0,Democrat,Female,Caucasian,1,0,1,0.1181863935
53352,2001,Mayor,0.54,1,0,Republican,Male,Caucasian,0,0,1,0.04598538691
51537,2002,Mayor,0.82,1,1,Democrat,Male,Caucasian,0,1,0,0.5521374422
110203,2010,Mayor,0.01,0,0,Democrat,Male,Black,1,0,1,0.1538936874
37598,2013,Mayor,0.54,1,1,Democrat,Male,Hispanic,0,1,0,0.1187683661
103234,2003,Mayor,0.02,0,0,Democrat,Female,Caucasian,1,0,1,0.1294696374
51569,1995,Mayor,0.71,1,1,Democrat,Male,Caucasian,0,1,0,0.859596446
87619,2000,Mayor,1,1,0,Unknown,Male,Caucasian,0,0,1,0.5837167982
123281,2003,Mayor,0.51,1,0,Democrat,Male,Black,0,0,1,0.7069239948
86170,2020,Mayor,0.02,0,0,Unknown,Male,Caucasian,1,0,1,0.162680193
107186,1999,Mayor,0.54,1,1,Republican,Male,Caucasian,0,1,0,0.8945896325
57000,2005,Mayor,0.56,1,1,Democrat,Male,Caucasian,0,1,0,0.9626847826
35207,2017,Mayor,0.56,1,0,Republican,Male,Caucasian,0,0,1,0.7538508961
48319,1995,Mayor,0.44,0,0,Democrat,Male,Caucasian,1,0,1,0.04054747964
53962,2021,Mayor,0.05,0,0,Democrat,Female,Caucasian,1,0,1,0.08276436469
18303,2011,Mayor,0.42,1,0,Democrat,Male,Caucasian,0,0,1,0.5120768722
35378,2005,Mayor,0.55,1,0,Republican,Male,Caucasian,0,0,1,0.2709463233
102426,2001,Mayor,0.03,0,0,Unknown,Male,Caucasian,1,0,1,0.4598548255
56487,2003,Mayor,0.53,1,0,Democrat,Male,Caucasian,0,0,1,0.629348762
88390,2015,Mayor,0.2,0,0,Republican,Female,Caucasian,1,0,1,0.4244748341
122523,2007,Mayor,0,0,0,Unknown,Male,Black,1,0,1,0.6012349236
60483,2005,Mayor,0.61,1,0,Republican,Male,Asian,0,0,1,0.01197635045
123449,1998,Mayor,0,0,0,Democrat,Male,Hispanic,1,0,1,0.1035872421
17882,2018,Mayor,1,1,1,Democrat,Male,Caucasian,0,1,0,0.3221686986
21972,2017,Mayor,0.86,1,0,Republican,Male,Hispanic,0,0,1,0.5085446977
75324,1995,Mayor,0.34,0,0,Republican,Female,Caucasian,1,0,1,0.7740178386
56518,2011,Mayor,1,1,1,Democrat,Male,Caucasian,0,1,0,0.2660932611
71970,2019,Mayor,0.51,1,0,Republican,Male,Caucasian,0,0,1,0.08952996656
93734,2000,Mayor,0.53,1,0,Republican,Male,Caucasian,0,0,1,0.889192736
61226,2013,Mayor,0.56,1,0,Republican,Female,Caucasian,0,0,1,0.8889908754
61955,2014,Mayor,0.16,0,0,Unknown,Male,Caucasian,1,0,1,0.6710098631
77534,1995,Mayor,0.49,0,0,Republican,Male,Caucasian,1,0,1,0.5685179953
87039,1998,Mayor,0.14,0,0,Republican,Male,Hispanic,1,0,1,0.7342632907
26124,2013,Mayor,0.7,1,1,Unknown,Unknown,Caucasian,0,1,0,0.9742849603
76495,2013,Mayor,0.44,0,1,Democrat,Male,Caucasian,1,0,1,0.6813144106
61461,1993,Mayor,0.06,0,0,Unknown,Male,Hispanic,1,0,1,0.2832440339
92847,2005,Mayor,0.17,0,0,Republican,Female,Caucasian,1,0,1,0.5301306131
53296,2021,Mayor,0.43,0,0,Democrat,Female,Caucasian,1,0,1,0.452583797
27492,2004,Mayor,0.38,0,0,Republican,Male,Caucasian,1,0,1,0.7982989763
71049,2003,Mayor,0.49,0,1,Republican,Male,Caucasian,1,0,1,0.442524557
49143,2003,Mayor,0.76,1,0,Democrat,Male,Caucasian,0,0,1,0.5006995532
14374,2021,Mayor,0.35,0,0,Democrat,Unknown,Caucasian,1,0,1,0.06050547516
61232,2003,Mayor,1,1,1,Democrat,Male,Black,0,1,0,0.6252029346
64881,1994,Mayor,0.41,0,0,Republican,Male,Caucasian,1,0,1,0.9586137762
66879,2016,Mayor,0.28,0,0,Democrat,Female,Black,1,0,1,0.9669070604
58757,2001,Mayor,0.32,0,0,Unknown,Male,Caucasian,1,0,1,0.8576288909
113811,2017,Mayor,0.05,0,0,Democrat,Male,Caucasian,1,0,1,0.3601703242
23232,1994,Mayor,0.55,1,1,Republican,Male,Caucasian,0,1,0,0.115812615
93051,2019,Mayor,0.11,0,0,Republican,Female,Caucasian,1,0,1,0.6273481123
45317,1999,Mayor,0.39,0,0,Unknown,Male,Caucasian,1,0,1,0.03220161901
55572,2004,Mayor,1,1,1,Democrat,Female,Caucasian,0,1,0,0.4451490938
26661,2010,Mayor,1,1,1,Republican,Male,Caucasian,0,1,0,0.8244097939
126119,2012,Mayor,1,1,0,Democrat,Male,Caucasian,0,0,1,0.7484600981
62160,2006,Mayor,0.24,0,0,Republican,Male,Caucasian,1,0,1,0.6797071641
62226,2015,Mayor,0.66,1,1,Republican,Male,Caucasian,0,1,0,0.8850449566
77691,2000,Mayor,0.66,1,1,Republican,Female,Caucasian,0,1,0,0.1034177003
72603,2013,Mayor,1,1,1,Democrat,Male,Caucasian,0,1,0,0.09351931543
6404,2013,Mayor,0.48,0,0,Democrat,Male,Caucasian,1,0,1,0.5166022586
58954,2020,Mayor,0.12,0,0,Democrat,Female,Caucasian,1,0,1,0.7953881353
2293,2003,Mayor,0.58,1,0,Republican,Male,Caucasian,0,0,1,0.5498245461
102096,2005,Mayor,0.05,0,0,Unknown,Unknown,Caucasian,1,0,1,0.9167748986
62889,2015,Mayor,0.33,0,1,Democrat,Male,Caucasian,1,0,1,0.1839181652
119565,2001,Mayor,0.01,0,0,Republican,Male,Caucasian,1,0,1,0.9369662245
95814,2010,Mayor,0.05,0,0,Unknown,Male,Caucasian,1,0,1,0.07259108591
72299,1998,Mayor,0.23,0,0,Unknown,Male,Black,1,0,1,0.5023638051
63478,2017,Mayor,0.62,1,0,Democrat,Male,Caucasian,0,0,1,0.3940519587
60446,2009,Mayor,0.36,0,0,Democrat,Male,Caucasian,1,0,1,0.3523217569
55950,1995,Mayor,0.76,1,0,Republican,Male,Caucasian,0,0,1,0.09637872287
51764,2019,Mayor,0.45,0,0,Republican,Female,Caucasian,1,0,1,0.537223131
117107,2017,Mayor,0.02,0,0,Republican,Male,Hispanic,1,0,1,0.6789573299
90960,2001,Mayor,0.19,0,0,Democrat,Male,Hispanic,1,0,1,0.731708696
39637,2009,Mayor,0.64,1,1,Democrat,Male,Caucasian,0,1,0,0.7730033513
73145,2011,Mayor,0.05,0,0,Democrat,Female,Caucasian,1,0,1,0.07303424543
105436,2021,Mayor,0.09,0,0,Democrat,Male,Black,1,0,1,0.9090768823
6680,2000,Mayor,0.35,0,0,Democrat,Unknown,Asian,1,0,1,0.8050470788
39251,2010,Mayor,0.49,1,1,Democrat,Male,Caucasian,0,1,0,0.477867043
97578,2012,Mayor,0.04,0,0,Republican,Male,Caucasian,1,0,1,0.9543049555
115229,2011,Mayor,0.04,0,0,Democrat,Male,Black,1,0,1,0.06974064651
66264,2007,Mayor,0.57,1,1,Democrat,Male,Caucasian,0,1,0,0.8816101896
33457,2018,Mayor,0.44,0,0,Unknown,Unknown,Caucasian,1,0,1,0.01412784202
38199,2006,Mayor,0.41,0,0,Republican,Male,Caucasian,1,0,1,0.3680155786
43269,2014,Mayor,0.2,0,0,Democrat,Female,Hispanic,1,0,1,0.005388648154
14649,2017,Mayor,0.08,0,0,Democrat,Male,Caucasian,1,0,1,0.6406246516
107786,2017,Mayor,1,1,1,Republican,Male,Caucasian,0,1,0,0.4991249818
23780,1995,Mayor,0.73,1,1,Republican,Female,Caucasian,0,1,0,0.6048251963
31658,2016,Mayor,0.35,0,0,Democrat,Male,Caucasian,1,0,1,0.9718579604
62369,2003,Mayor,0.55,1,0,Democrat,Female,Caucasian,0,0,1,0.4136582024
60365,1999,Mayor,0.7,1,1,Republican,Male,Caucasian,0,1,0,0.8655858411
71089,2017,Mayor,1,1,1,Republican,Male,Caucasian,0,1,0,0.212654878
18492,2020,Mayor,0.77,1,1,Republican,Female,Caucasian,0,1,0,0.8731074054
109059,2005,Mayor,0.78,1,1,Republican,Male,Caucasian,0,1,0,0.4936161508
82401,2001,Mayor,0.25,0,0,Unknown,Male,Caucasian,1,0,1,0.2743974442
57683,2021,Mayor,0.63,1,1,Republican,Female,Caucasian,0,1,0,0.4705347784
2631,2011,Mayor,0.7,1,1,Democrat,Male,Black,0,1,0,0.001136239297
24360,2016,Mayor,0.31,0,0,Democrat,Female,Caucasian,1,0,1,0.4553619829
