,year,office_consolidated,vote_share,winner,incumbent,pid_est,gender_est,race_est,loser,incumbent_win,incumbent_lose
71638,2011,Mayor,0.37,1,0,Democrat,Male,Caucasian,0,0,1
71657,2001,Mayor,0.33,0,0,Republican,Male,Caucasian,1,0,1
71691,2009,Mayor,0.24,0,0,Republican,Male,Black,1,0,1
71695,2012,Mayor,0.61,1,1,Democrat,Female,Caucasian,0,1,0
71696,2013,Mayor,0.53,1,1,Republican,Male,Caucasian,0,1,0
71703,2009,Mayor,0.52,1,1,Democrat,Unknown,Caucasian,0,1,0
71720,2013,Mayor,0.31,0,0,Democrat,Male,Caucasian,1,0,1
71729,2005,Mayor,0.91,1,0,Republican,Unknown,Caucasian,0,0,1
71743,2021,Mayor,0.0,0,0,Democrat,Female,Black,1,0,1
71748,2012,Mayor,0.57,1,0,Republican,Male,Caucasian,0,0,1
71759,2013,Mayor,0.31,0,0,Republican,Male,Caucasian,1,0,1
71760,2018,Mayor,0.05,0,0,Unknown,Male,Caucasian,1,0,1
71779,2017,Mayor,1.0,1,1,Democrat,Male,Caucasian,0,1,0
71789,1993,Mayor,0.66,1,1,Republican,Male,Caucasian,0,1,0
71793,2005,Mayor,0.1,0,0,Democrat,Male,Caucasian,1,0,1
71820,2003,Mayor,0.39,0,0,Unknown,Unknown,Black,1,0,1
71827,1999,Mayor,0.37,0,0,Republican,Male,Caucasian,1,0,1
71831,2009,Mayor,0.8,1,0,Republican,Male,Caucasian,0,0,1
71840,2015,Mayor,0.25,0,0,Democrat,Male,Caucasian,1,0,1
71856,1998,Mayor,0.24,0,0,Republican,Male,Hispanic,1,0,1
71859,2013,Mayor,0.16,0,0,Unknown,Male,Caucasian,1,0,1
71876,1999,Mayor,0.02,0,0,Republican,Female,Caucasian,1,0,1
71888,2005,Mayor,0.36,0,0,Democrat,Male,Caucasian,1,0,1
71891,2011,Mayor,0.56,1,0,Democrat,Male,Black,0,0,1
71895,2001,Mayor,0.36,0,0,Unknown,Male,Caucasian,1,0,1
71899,2015,Mayor,1.0,1,1,Republican,Male,Caucasian,0,1,0
71970,2019,Mayor,0.51,1,0,Republican,Male,Caucasian,0,0,1
71984,2016,Mayor,0.06,0,0,Republican,Female,Caucasian,1,0,1
72008,1998,Mayor,0.41,0,1,Democrat,Male,Caucasian,1,0,1
72009,2002,Mayor,0.27,0,0,Unknown,Unknown,Unknown,1,0,1
72028,2001,Mayor,0.36,0,0,Democrat,Male,Caucasian,1,0,1
72029,2002,Mayor,0.02,0,0,Unknown,Unknown,Unknown,1,0,1
72040,2011,Mayor,0.27,0,0,Democrat,Male,Caucasian,1,0,1
72052,1997,Mayor,0.0,0,0,Unknown,Female,Hispanic,1,0,1
72071,2011,Mayor,0.45,0,0,Republican,Male,Caucasian,1,0,1
72103,2007,Mayor,0.23,0,0,Republican,Male,Caucasian,1,0,1
72180,2021,Mayor,0.43,0,0,Democrat,Female,Caucasian,1,0,1
72186,2008,Mayor,0.38,0,0,Republican,Male,Caucasian,1,0,1
72192,2003,Mayor,0.62,1,1,Democrat,Male,Caucasian,0,1,0
72205,2003,Mayor,0.34,0,0,Unknown,Unknown,Caucasian,1,0,1
72216,2001,Mayor,0.47,0,0,Democrat,Unknown,Black,1,0,1
72238,2007,Mayor,0.39,0,0,Republican,Male,Caucasian,1,0,1
72242,2020,Mayor,0.08,0,0,Democrat,Male,Caucasian,1,0,1
72270,2020,Mayor,0.54,1,0,Democrat,Male,Caucasian,0,0,1
72286,1993,Mayor,1.0,1,1,Democrat,Male,Caucasian,0,1,0
72291,2009,Mayor,0.18,0,0,Democrat,Female,Caucasian,1,0,1
72299,1998,Mayor,0.23,0,0,Unknown,Male,Black,1,0,1
72319,2001,Mayor,0.34,0,0,Democrat,Male,Caucasian,1,0,1
72323,2013,Mayor,0.28,0,0,Democrat,Male,Caucasian,1,0,1
72349,2009,Mayor,0.43,0,0,Unknown,Unknown,Caucasian,1,0,1
72366,2003,Mayor,0.6,1,0,Republican,Unknown,Caucasian,0,0,1
72369,2009,Mayor,0.52,1,0,Republican,Male,Caucasian,0,0,1
72376,2015,Mayor,0.99,1,1,Democrat,Female,Caucasian,0,1,0
72380,2005,Mayor,0.42,0,1,Republican,Male,Caucasian,1,0,1
72424,2001,Mayor,0.35,0,0,Republican,Male,Caucasian,1,0,1
72429,2014,Mayor,0.14,0,0,Unknown,Male,Black,1,0,1
72432,2017,Mayor,0.01,0,0,Unknown,Male,Caucasian,1,0,1
72446,2018,Mayor,0.17,0,0,Unknown,Male,Hispanic,1,0,1
72452,2000,Mayor,0.08,0,0,Republican,Female,Caucasian,1,0,1
72457,1994,Mayor,0.11,0,0,Republican,Male,Caucasian,1,0,1
72494,2017,Mayor,0.52,1,0,Republican,Male,Caucasian,0,0,1
72499,1996,Mayor,0.21,0,0,Unknown,Male,Caucasian,1,0,1
72504,2009,Mayor,0.16,0,0,Democrat,Male,Caucasian,1,0,1
72532,2017,Mayor,0.16,0,0,Republican,Male,Hispanic,1,0,1
72535,2001,Mayor,0.62,1,0,Republican,Male,Caucasian,0,0,1
72538,2019,Mayor,0.42,0,0,Republican,Male,Caucasian,1,0,1
72542,2011,Mayor,0.34,0,0,Republican,Male,Caucasian,1,0,1
72547,2003,Mayor,0.06,0,0,Democrat,Male,Caucasian,1,0,1
72572,2002,Mayor,0.27,0,0,Democrat,Male,Hispanic,1,0,1
72587,2013,Mayor,0.43,0,0,Democrat,Female,Caucasian,1,0,1
72588,2017,Mayor,0.6,1,1,Democrat,Male,Caucasian,0,1,0
72589,2017,Mayor,0.23,0,0,Democrat,Male,Caucasian,1,0,1
72603,2013,Mayor,1.0,1,1,Democrat,Male,Caucasian,0,1,0
72613,1999,Mayor,0.08,0,0,Democrat,Male,Caucasian,1,0,1
72629,1998,Mayor,0.71,1,1,Republican,Female,Caucasian,0,1,0
72634,2013,Mayor,0.34,0,0,Republican,Male,Caucasian,1,0,1
72640,2017,Mayor,0.23,0,0,Unknown,Male,Caucasian,1,0,1
72651,1993,Mayor,0.3,0,0,Democrat,Male,Caucasian,1,0,1
72678,2012,Mayor,0.06,0,0,Democrat,Male,Caucasian,1,0,1
72712,2021,Mayor,0.25,0,0,Unknown,Male,Caucasian,1,0,1
72732,1993,Mayor,0.25,0,0,Republican,Male,Caucasian,1,0,1
72749,2020,Mayor,0.13,0,0,Unknown,Female,Hispanic,1,0,1
72762,2013,Mayor,0.27,0,0,Democrat,Male,Black,1,0,1
72771,1996,Mayor,0.62,1,0,Republican,Male,Caucasian,0,0,1
72786,2015,Mayor,0.45,0,0,Republican,Male,Caucasian,1,0,1
72792,2008,Mayor,0.07,0,0,Unknown,Male,Caucasian,1,0,1
72826,2002,Mayor,0.53,1,1,Democrat,Female,Caucasian,0,1,0
72836,2005,Mayor,0.41,0,0,Democrat,Male,Caucasian,1,0,1
72842,1999,Mayor,0.04,0,0,Republican,Male,Caucasian,1,0,1
72845,2009,Mayor,0.64,1,1,Unknown,Unknown,Unknown,0,1,0
72874,2007,Mayor,0.18,0,0,Unknown,Male,Caucasian,1,0,1
72890,2001,Mayor,0.86,1,0,Republican,Male,Caucasian,0,0,1
72913,2015,Mayor,1.0,1,1,Democrat,Male,Caucasian,0,1,0
72958,2017,Mayor,1.0,1,1,Republican,Male,Caucasian,0,1,0
72960,2021,Mayor,0.16,0,0,Republican,Male,Caucasian,1,0,1
72972,2013,Mayor,0.0,0,0,Democrat,Male,Caucasian,1,0,1
72997,1997,Mayor,0.62,1,1,Republican,Male,Caucasian,0,1,0
73033,2003,Mayor,0.61,1,1,Republican,Male,Caucasian,0,1,0
73049,2009,Mayor,0.23,0,0,Democrat,Male,Caucasian,1,0,1
73076,2010,Mayor,0.02,0,0,Democrat,Female,Black,1,0,1
73099,2004,Mayor,0.16,0,0,Republican,Male,Black,1,0,1
73115,2003,Mayor,0.68,1,1,Republican,Male,Caucasian,0,1,0
73131,1997,Mayor,0.24,0,0,Democrat,Male,Caucasian,1,0,1
73138,2013,Mayor,0.5,1,0,Democrat,Male,Caucasian,0,0,1
73140,2018,Mayor,0.13,0,0,Unknown,Unknown,Caucasian,1,0,1
73145,2011,Mayor,0.05,0,0,Democrat,Female,Caucasian,1,0,1
73167,2009,Mayor,0.35,0,0,Democrat,Male,Hispanic,1,0,1
73171,2015,Mayor,0.41,0,1,Republican,Male,Caucasian,1,0,1
73176,2005,Mayor,1.0,1,1,Democrat,Male,Caucasian,0,1,0
73190,2017,Mayor,0.25,0,0,Republican,Male,Caucasian,1,0,1
73201,1996,Mayor,0.41,0,0,Democrat,Male,Caucasian,1,0,1
73213,2015,Mayor,0.35,0,0,Democrat,Male,Caucasian,1,0,1
73216,2019,Mayor,0.49,0,0,Democrat,Male,Caucasian,1,0,1
73229,2015,Mayor,0.48,0,0,Republican,Male,Caucasian,1,0,1
73262,1999,Mayor,0.55,1,0,Unknown,Male,Black,0,0,1
73270,2021,Mayor,0.44,0,1,Republican,Unknown,Caucasian,1,0,1
73277,2013,Mayor,0.38,0,0,Democrat,Unknown,Caucasian,1,0,1
73285,2011,Mayor,0.06,0,0,Democrat,Male,Black,1,0,1
73296,2019,Mayor,1.0,1,1,Democrat,Male,Caucasian,0,1,0
73301,2012,Mayor,0.1,0,0,Unknown,Female,Caucasian,1,0,1
73314,1993,Mayor,0.57,1,0,Republican,Female,Caucasian,0,0,1
73317,2008,Mayor,0.36,0,0,Democrat,Male,Caucasian,1,0,1
73329,1995,Mayor,0.3,0,0,Republican,Male,Caucasian,1,0,1
73330,1996,Mayor,0.11,0,0,Unknown,Male,Caucasian,1,0,1
73349,2019,Mayor,0.23,0,0,Democrat,Female,Hispanic,1,0,1
73351,2000,Mayor,0.39,0,0,Republican,Female,Caucasian,1,0,1
73358,2019,Mayor,0.37,0,0,Democrat,Male,Caucasian,1,0,1
73365,2020,Mayor,0.14,0,0,Democrat,Male,Caucasian,1,0,1
73370,1997,Mayor,0.05,0,0,Republican,Male,Caucasian,1,0,1
73400,2005,Mayor,0.2,0,0,Democrat,Male,Black,1,0,1
73402,1995,Mayor,0.8,1,1,Republican,Male,Caucasian,0,1,0
73404,1998,Mayor,0.19,0,0,Republican,Male,Caucasian,1,0,1
73415,2019,Mayor,0.23,0,0,Democrat,Male,Caucasian,1,0,1
73421,2003,Mayor,0.38,0,0,Unknown,Unknown,Unknown,1,0,1
73423,2005,Mayor,0.48,0,0,Democrat,Male,Caucasian,1,0,1
73425,2009,Mayor,1.0,1,1,Republican,Male,Caucasian,0,1,0
73455,2021,Mayor,0.37,0,0,Democrat,Female,Asian,1,0,1
73478,2001,Mayor,0.0,0,0,Unknown,Male,Black,1,0,1
73481,2003,Mayor,1.0,1,1,Republican,Male,Caucasian,0,1,0
73487,2021,Mayor,0.56,1,0,Unknown,Female,Caucasian,0,0,1
73495,2005,Mayor,1.0,1,1,Unknown,Male,Caucasian,0,1,0
73498,2015,Mayor,0.18,0,0,Republican,Male,Caucasian,1,0,1
73527,2019,Mayor,0.44,0,1,Republican,Female,Caucasian,1,0,1
73538,2009,Mayor,0.42,1,0,Republican,Male,Caucasian,0,0,1
73558,2002,Mayor,0.18,0,0,Democrat,Male,Caucasian,1,0,1
73563,2015,Mayor,1.0,1,1,Democrat,Male,Caucasian,0,1,0
73589,2007,Mayor,0.33,0,0,Republican,Male,Black,1,0,1
73626,2006,Mayor,0.07,0,0,Democrat,Female,Caucasian,1,0,1
73647,1993,Mayor,0.56,1,0,Republican,Female,Caucasian,0,0,1
73653,1998,Mayor,0.53,1,0,Republican,Male,Caucasian,0,0,1
73679,2009,Mayor,0.41,0,0,Democrat,Female,Caucasian,1,0,1
73682,2017,Mayor,0.28,0,0,Republican,Female,Caucasian,1,0,1
73694,2019,Mayor,0.07,0,0,Democrat,Female,Asian,1,0,1
73701,2003,Mayor,0.3,0,0,Republican,Male,Caucasian,1,0,1
73711,2005,Mayor,0.23,0,0,Republican,Male,Caucasian,1,0,1
73734,2005,Mayor,0.54,1,1,Democrat,Male,Black,0,1,0
73735,2015,Mayor,0.38,0,0,Democrat,Male,Caucasian,1,0,1
73762,2008,Mayor,0.1,0,0,Unknown,Male,Hispanic,1,0,1
73764,2018,Mayor,0.14,0,0,Democrat,Male,Caucasian,1,0,1
73812,1998,Mayor,0.64,1,0,Republican,Male,Caucasian,0,0,1
73814,2001,Mayor,0.64,1,0,Unknown,Unknown,Caucasian,0,0,1
73833,2021,Mayor,0.29,0,0,Unknown,Male,Black,1,0,1
73843,2002,Mayor,0.49,1,0,Democrat,Male,Hispanic,0,0,1
73848,2009,Mayor,0.83,1,1,Republican,Male,Caucasian,0,1,0
73854,2003,Mayor,0.43,0,0,Democrat,Male,Caucasian,1,0,1
73863,1995,Mayor,0.44,0,0,Republican,Male,Caucasian,1,0,1
73896,2010,Mayor,0.24,0,0,Democrat,Male,Caucasian,1,0,1
73924,2017,Mayor,0.57,1,1,Democrat,Female,Black,0,1,0
73932,2005,Mayor,0.05,0,0,Democrat,Female,Caucasian,1,0,1
73978,2001,Mayor,0.53,1,0,Republican,Male,Caucasian,0,0,1
74011,2001,Mayor,0.22,0,0,Democrat,Female,Caucasian,1,0,1
74040,2005,Mayor,0.88,1,1,Democrat,Male,Caucasian,0,1,0
74074,2007,Mayor,0.18,0,0,Unknown,Male,Hispanic,1,0,1
74083,2006,Mayor,0.01,0,0,Republican,Male,Caucasian,1,0,1
74086,2013,Mayor,0.53,1,0,Democrat,Female,Caucasian,0,0,1
74104,2007,Mayor,0.07,0,0,Democrat,Male,Black,1,0,1
74114,2009,Mayor,0.41,0,1,Democrat,Male,Caucasian,1,0,1
74127,2013,Mayor,0.18,0,0,Republican,Male,Caucasian,1,0,1
74132,2001,Mayor,0.31,0,0,Unknown,Male,Caucasian,1,0,1
74156,2009,Mayor,0.53,1,0,Democrat,Male,Caucasian,0,0,1
74211,2009,Mayor,0.61,1,0,Democrat,Male,Caucasian,0,0,1
74236,2020,Mayor,0.08,0,0,Republican,Male,Caucasian,1,0,1
74262,2009,Mayor,0.48,0,0,Republican,Male,Caucasian,1,0,1
74268,1997,Mayor,0.56,1,0,Democrat,Male,Asian,0,0,1
74278,2019,Mayor,0.41,0,0,Republican,Male,Caucasian,1,0,1
74279,1993,Mayor,0.53,1,0,Democrat,Male,Black,0,0,1
74327,2005,Mayor,0.78,1,1,Republican,Male,Caucasian,0,1,0
74331,2017,Mayor,0.57,1,1,Unknown,Unknown,Unknown,0,1,0
74345,2001,Mayor,1.0,1,1,Republican,Male,Caucasian,0,1,0
74372,1993,Mayor,0.27,0,0,Unknown,Unknown,Caucasian,1,0,1
74403,1997,Mayor,0.55,1,1,Republican,Female,Caucasian,0,1,0
74406,2001,Mayor,1.0,1,1,Democrat,Male,Caucasian,0,1,0
74412,2018,Mayor,0.29,0,0,Unknown,Unknown,Caucasian,1,0,1
74428,1997,Mayor,0.43,0,0,Republican,Male,Caucasian,1,0,1
74431,2009,Mayor,0.33,0,0,Republican,Male,Caucasian,1,0,1
74433,2011,Mayor,0.41,0,0,Democrat,Male,Caucasian,1,0,1
74434,2013,Mayor,0.36,0,0,Republican,Male,Caucasian,1,0,1
74451,2021,Mayor,0.37,0,0,Democrat,Male,Caucasian,1,0,1
74455,2005,Mayor,0.64,1,0,Republican,Female,Caucasian,0,0,1
74461,1993,Mayor,0.51,1,0,Democrat,Male,Caucasian,0,0,1
74463,2003,Mayor,0.66,1,0,Democrat,Male,Hispanic,0,0,1
74486,2010,Mayor,0.51,1,0,Democrat,Male,Caucasian,0,0,1
74489,2018,Mayor,0.19,0,0,Unknown,Male,Caucasian,1,0,1
74495,2016,Mayor,0.16,0,0,Democrat,Female,Black,1,0,1
74504,2011,Mayor,0.29,0,0,Democrat,Female,Caucasian,1,0,1
74522,2002,Mayor,0.1,0,0,Republican,Male,Caucasian,1,0,1
74530,1997,Mayor,0.6,1,1,Republican,Male,Caucasian,0,1,0
74531,1998,Mayor,0.47,0,0,Democrat,Female,Hispanic,1,0,1
74537,2015,Mayor,0.23,0,0,Republican,Male,Caucasian,1,0,1
74543,2005,Mayor,0.39,0,0,Republican,Male,Caucasian,1,0,1
74609,2002,Mayor,0.4,0,0,Democrat,Male,Caucasian,1,0,1
74614,2011,Mayor,0.65,1,0,Republican,Male,Caucasian,0,0,1
74624,2018,Mayor,0.13,0,0,Republican,Male,Caucasian,1,0,1
74642,2005,Mayor,0.46,0,0,Democrat,Male,Caucasian,1,0,1
74654,2001,Mayor,0.63,1,0,Democrat,Male,Asian,0,0,1
74662,2017,Mayor,0.44,0,0,Republican,Female,Caucasian,1,0,1
74685,2009,Mayor,1.0,1,0,Unknown,Male,Caucasian,0,0,1
74693,2003,Mayor,0.11,0,0,Democrat,Male,Caucasian,1,0,1
74708,2002,Mayor,1.0,1,0,Unknown,Male,Caucasian,0,0,1
74741,2009,Mayor,0.48,0,0,Democrat,Male,Caucasian,1,0,1
74744,2005,Mayor,0.42,0,1,Republican,Male,Caucasian,1,0,1
74746,2013,Mayor,0.64,1,1,Unknown,Male,Caucasian,0,1,0
74756,2000,Mayor,0.37,0,1,Republican,Male,Caucasian,1,0,1
74782,2019,Mayor,0.4,0,0,Republican,Female,Caucasian,1,0,1
74785,2005,Mayor,0.13,0,0,Unknown,Male,Hispanic,1,0,1
74793,2010,Mayor,0.09,0,1,Democrat,Male,Caucasian,1,0,1
74799,1996,Mayor,0.68,1,1,Republican,Unknown,Caucasian,0,1,0
74802,2002,Mayor,1.0,1,0,Unknown,Male,Caucasian,0,0,1
74807,2021,Mayor,0.06,0,0,Democrat,Male,Caucasian,1,0,1
74831,1996,Mayor,0.54,1,0,Republican,Male,Caucasian,0,0,1
74835,2015,Mayor,0.51,1,0,Democrat,Male,Hispanic,0,0,1
74853,2007,Mayor,0.54,1,1,Democrat,Male,Caucasian,0,1,0
74860,2021,Mayor,0.5,1,0,Unknown,Female,Caucasian,0,0,1
74867,2008,Mayor,0.28,0,0,Democrat,Male,Caucasian,1,0,1
74877,2021,Mayor,0.5,0,0,Unknown,Unknown,Unknown,1,0,1
74891,2013,Mayor,0.47,0,0,Democrat,Male,Asian,1,0,1
74906,2004,Mayor,0.22,0,0,Democrat,Male,Caucasian,1,0,1
74933,1997,Mayor,0.67,1,0,Unknown,Female,Caucasian,0,0,1
74934,1997,Mayor,0.23,0,0,Unknown,Male,Caucasian,1,0,1
74944,1997,Mayor,0.42,0,0,Unknown,Male,Caucasian,1,0,1
74948,2010,Mayor,0.17,0,0,Unknown,Male,Hispanic,1,0,1
74989,2010,Mayor,0.37,0,0,Democrat,Male,Caucasian,1,0,1
75004,1998,Mayor,0.21,0,0,Republican,Male,Caucasian,1,0,1
75006,2001,Mayor,0.38,0,0,Republican,Male,Caucasian,1,0,1
75011,2007,Mayor,0.02,0,0,Unknown,Unknown,Caucasian,1,0,1
75054,2001,Mayor,1.0,1,0,Republican,Male,Caucasian,0,0,1
75073,1993,Mayor,0.4,0,0,Democrat,Male,Caucasian,1,0,1
75082,2005,Mayor,0.32,0,0,Unknown,Unknown,Caucasian,1,0,1
75109,2017,Mayor,0.01,0,0,Democrat,Male,Black,1,0,1
75136,2008,Mayor,0.11,0,0,Unknown,Male,Hispanic,1,0,1
75146,2015,Mayor,0.33,0,0,Republican,Male,Hispanic,1,0,1
75154,2017,Mayor,0.42,0,0,Democrat,Female,Caucasian,1,0,1
75177,2021,Mayor,0.38,0,0,Democrat,Male,Caucasian,1,0,1
75181,2021,Mayor,1.0,1,1,Democrat,Male,Caucasian,0,1,0
75215,1998,Mayor,1.0,1,0,Unknown,Female,Caucasian,0,0,1
75227,2018,Mayor,0.47,0,0,Unknown,Male,Caucasian,1,0,1
75246,2015,Mayor,0.78,1,0,Democrat,Male,Caucasian,0,0,1
75252,2005,Mayor,0.11,0,0,Republican,Male,Caucasian,1,0,1
75270,1994,Mayor,0.46,0,0,Republican,Unknown,Black,1,0,1
75280,2021,Mayor,0.28,0,0,Democrat,Female,Black,1,0,1
75288,2007,Mayor,0.12,0,0,Democrat,Male,Black,1,0,1
75292,2015,Mayor,0.32,0,0,Democrat,Male,Black,1,0,1
75300,2014,Mayor,0.02,0,0,Democrat,Female,Caucasian,1,0,1
75313,2014,Mayor,0.19,0,0,Unknown,Male,Caucasian,1,0,1
75323,2021,Mayor,0.43,0,0,Republican,Female,Caucasian,1,0,1
75324,1995,Mayor,0.34,0,0,Republican,Female,Caucasian,1,0,1
75325,2002,Mayor,0.61,1,0,Democrat,Male,Caucasian,0,0,1
75331,1997,Mayor,0.53,1,1,Republican,Male,Caucasian,0,1,0
75335,2008,Mayor,0.04,0,0,Democrat,Male,Caucasian,1,0,1
75347,2007,Mayor,0.43,0,0,Democrat,Male,Caucasian,1,0,1
75348,2009,Mayor,0.51,1,0,Democrat,Female,Caucasian,0,0,1
75356,2020,Mayor,0.44,0,0,Unknown,Male,Black,1,0,1
75357,2021,Mayor,0.26,0,0,Unknown,Female,Black,1,0,1
75369,2011,Mayor,0.45,1,0,Democrat,Male,Caucasian,0,0,1
75381,2019,Mayor,0.16,0,0,Republican,Female,Caucasian,1,0,1
75382,2021,Mayor,0.09,0,0,Democrat,Male,Black,1,0,1
75432,1994,Mayor,0.41,0,0,Unknown,Male,Caucasian,1,0,1
75440,1998,Mayor,1.0,1,1,Republican,Male,Caucasian,0,1,0
75458,2014,Mayor,0.27,0,0,Republican,Male,Caucasian,1,0,1
75473,1993,Mayor,0.37,0,0,Republican,Male,Caucasian,1,0,1
75476,2006,Mayor,0.43,0,0,Republican,Male,Caucasian,1,0,1
75479,2013,Mayor,0.54,1,0,Unknown,Male,Caucasian,0,0,1
75483,2009,Mayor,0.42,0,1,Republican,Male,Caucasian,1,0,1
75486,2015,Mayor,0.7,1,1,Democrat,Male,Caucasian,0,1,0
75493,2011,Mayor,0.27,0,0,Republican,Male,Hispanic,1,0,1
75525,2017,Mayor,0.6,1,1,Democrat,Female,Black,0,1,0
75530,1993,Mayor,0.49,0,0,Democrat,Female,Hispanic,1,0,1
75542,2011,Mayor,0.33,0,0,Unknown,Male,Caucasian,1,0,1
75555,2001,Mayor,0.35,0,0,Republican,Male,Caucasian,1,0,1
75571,2021,Mayor,0.64,1,1,Unknown,Male,Black,0,1,0
75619,2021,Mayor,0.22,0,0,Unknown,Female,Caucasian,1,0,1
75633,2012,Mayor,0.2,0,0,Republican,Male,Caucasian,1,0,1
75638,2020,Mayor,0.04,0,0,Unknown,Male,Hispanic,1,0,1
75656,2010,Mayor,0.21,0,0,Republican,Male,Hispanic,1,0,1
75676,2009,Mayor,0.4,0,0,Republican,Female,Caucasian,1,0,1
75701,1999,Mayor,0.35,0,0,Republican,Male,Caucasian,1,0,1
75722,1997,Mayor,0.04,0,0,Republican,Male,Hispanic,1,0,1
75723,1998,Mayor,0.17,0,0,Democrat,Male,Asian,1,0,1
75738,2011,Mayor,0.58,1,1,Democrat,Male,Hispanic,0,1,0
75739,2013,Mayor,0.42,0,0,Republican,Male,Caucasian,1,0,1
75742,1995,Mayor,0.05,0,0,Unknown,Female,Caucasian,1,0,1
75743,1996,Mayor,0.08,0,0,Republican,Male,Caucasian,1,0,1
75763,2014,Mayor,0.62,1,0,Democrat,Male,Hispanic,0,0,1
75768,2001,Mayor,1.0,1,1,Republican,Male,Caucasian,0,1,0
75771,2009,Mayor,0.52,1,0,Democrat,Female,Caucasian,0,0,1
75817,2011,Mayor,0.81,1,1,Democrat,Male,Hispanic,0,1,0
75834,2003,Mayor,1.0,1,1,Republican,Male,Caucasian,0,1,0
75850,2011,Mayor,0.43,0,0,Republican,Male,Caucasian,1,0,1
75907,2019,Mayor,0.38,0,0,Democrat,Unknown,Unknown,1,0,1
75913,2017,Mayor,0.39,0,1,Republican,Male,Caucasian,1,0,1
75935,2011,Mayor,0.46,0,1,Democrat,Male,Caucasian,1,0,1
75946,2000,Mayor,0.07,0,0,Unknown,Male,Hispanic,1,0,1
75961,2013,Mayor,0.08,0,0,Democrat,Unknown,Unknown,1,0,1
75973,2010,Mayor,0.4,0,1,Republican,Female,Caucasian,1,0,1
75975,2019,Mayor,0.29,0,0,Democrat,Female,Caucasian,1,0,1
75993,2003,Mayor,0.19,0,0,Republican,Male,Caucasian,1,0,1
76002,2001,Mayor,0.24,0,0,Democrat,Male,Caucasian,1,0,1
76004,2013,Mayor,0.3,0,0,Democrat,Male,Caucasian,1,0,1
76069,2010,Mayor,0.17,0,0,Democrat,Male,Caucasian,1,0,1
76075,2020,Mayor,0.05,0,0,Democrat,Male,Asian,1,0,1
76080,2013,Mayor,1.0,1,0,Republican,Female,Caucasian,0,0,1
76098,2011,Mayor,0.12,0,0,Democrat,Male,Caucasian,1,0,1
76101,2015,Mayor,0.6,1,1,Republican,Male,Caucasian,0,1,0
76107,2019,Mayor,0.41,0,1,Democrat,Female,Caucasian,1,0,1
76114,2012,Mayor,0.09,0,0,Republican,Female,Caucasian,1,0,1
76126,2014,Mayor,0.59,1,0,Democrat,Male,Caucasian,0,0,1
76133,2009,Mayor,0.49,0,1,Republican,Male,Caucasian,1,0,1
76139,1997,Mayor,0.59,1,0,Democrat,Male,Caucasian,0,0,1
76146,2015,Mayor,1.0,1,1,Democrat,Male,Caucasian,0,1,0
76183,2017,Mayor,0.4,0,0,Republican,Male,Caucasian,1,0,1
76188,2011,Mayor,0.53,1,1,Democrat,Female,Caucasian,0,1,0
76190,2017,Mayor,0.23,0,0,Republican,Female,Caucasian,1,0,1
76218,2005,Mayor,0.3,0,0,Democrat,Female,Caucasian,1,0,1
76227,2001,Mayor,0.38,0,1,Unknown,Female,Caucasian,1,0,1
76229,2007,Mayor,0.54,1,0,Republican,Male,Black,0,0,1
76263,1994,Mayor,0.17,0,0,Republican,Male,Caucasian,1,0,1
76267,2009,Mayor,1.0,1,1,Democrat,Male,Caucasian,0,1,0
76268,2011,Mayor,0.42,0,0,Republican,Male,Caucasian,1,0,1
76272,2002,Mayor,0.86,1,0,Republican,Male,Caucasian,0,0,1
76286,1999,Mayor,1.0,1,0,Republican,Female,Caucasian,0,0,1
76289,2007,Mayor,0.27,0,0,Unknown,Male,Caucasian,1,0,1
76291,2012,Mayor,0.2,0,0,Democrat,Male,Caucasian,1,0,1
76298,2002,Mayor,0.47,0,0,Republican,Male,Caucasian,1,0,1
76317,2002,Mayor,0.53,1,0,Republican,Male,Caucasian,0,0,1
76321,2013,Mayor,0.35,0,1,Republican,Female,Caucasian,1,0,1
76326,2007,Mayor,0.36,0,0,Democrat,Unknown,Unknown,1,0,1
76350,2001,Mayor,0.3,0,0,Democrat,Male,Caucasian,1,0,1
76353,2008,Mayor,0.21,0,0,Democrat,Unknown,Caucasian,1,0,1
76354,2013,Mayor,1.0,1,1,Republican,Male,Caucasian,0,1,0
76374,2016,Mayor,0.02,0,0,Democrat,Female,Caucasian,1,0,1
76378,1997,Mayor,0.19,0,0,Democrat,Unknown,Caucasian,1,0,1
76389,2002,Mayor,0.02,0,0,Unknown,Male,Caucasian,1,0,1
76415,2015,Mayor,0.49,0,0,Unknown,Male,Hispanic,1,0,1
76420,2004,Mayor,0.13,0,0,Democrat,Male,Black,1,0,1
76429,2006,Mayor,0.5,1,0,Republican,Female,Caucasian,0,0,1
76432,2019,Mayor,0.78,1,1,Republican,Male,Caucasian,0,1,0
76437,2019,Mayor,1.0,1,1,Republican,Male,Caucasian,0,1,0
76456,2012,Mayor,0.04,0,0,Unknown,Unknown,Unknown,1,0,1
76459,2020,Mayor,0.05,0,0,Unknown,Male,Caucasian,1,0,1
76474,2005,Mayor,0.27,0,0,Democrat,Male,Caucasian,1,0,1
76482,2011,Mayor,0.19,0,0,Unknown,Unknown,Caucasian,1,0,1
76495,2013,Mayor,0.44,0,1,Democrat,Male,Caucasian,1,0,1
