contest,fips,geo_name,year,month,votes,candidate_count,ledb_candid,incumbent,vote_share,winner,n_winners,prob_democrat,prob_republican,pid_est,prob_male,prob_female,gender_est,prob_black,prob_white,prob_hispanic,prob_asian,prob_other,race_est,contributor.cfscore,bonica.cid,percent_women,percent_white,percent_black,percent_hispanic,percent_asian_american,W_ledb_candid,W_vote_share,W_votes,W_pid_est,W_race_est,W_gender_est,W_contributor.cfscore,W_bonica.cid,RU_ledb_candid,RU_vote_share,RU_votes,RU_pid_est,RU_race_est,RU_gender_est,W_ledb_candid,W_vote_share,W_votes,W_pid_est,W_race_est,W_gender_est,W_contributor.cfscore,W_bonica.cid,RU_ledb_candid,RU_vote_share,RU_votes,RU_pid_est,RU_race_est,RU_gender_est,RU_contributor.cfscore,RU_bonica.cid
3775000_2005_11_winston-salem_NC_Mayor_mayor_1,3775000,winston-salem,2005,11.0,9992.0,1,38466,1.0,1.0,win,1,1.0,0.0,D,1.0,0.0,M,0.0,1.0,0.0,0.0,0.0,caucasian,-0.34,2599819983.0,0.53000993887245,0.533948185328467,0.358830730153487,0.116676821712058,0.0835933824872346,38466.0,1.0,9992.0,D,caucasian,M,-0.34,2599819983.0,,,,,,,38466.0,1.0,9992.0,D,caucasian,M,-0.34,2599819983.0,,,,,,,,
2646000_2009_11_lansing_MI_Mayor_mayor_1,2646000,lansing,2009,11.0,9988.0,2,23099,1.0,0.63,win,1,1.0,0.0,D,,,,0.0,1.0,0.0,0.0,0.0,caucasian,,,0.516299697211445,0.616341071030219,0.235595657785931,0.122515890024146,0.0800830746813813,23099.0,0.63,9988.0,D,caucasian,,,,23050.0,0.37,5980.0,D,caucasian,F,23099.0,0.63,9988.0,D,caucasian,,,,23050.0,0.37,5980.0,D,caucasian,F,,
611530_2020_11_carson_CA_Mayor_mayor_1,611530,carson,2020,11.0,9984.0,4,63607,1.0,0.23,lose,1,1.0,0.0,D,1.0,0.0,M,0.0,1.0,0.0,0.0,0.0,caucasian,0.17,3179116959.0,0.514286645163392,0.270105018516708,0.238078172004474,0.373331595695001,0.266608021372951,63647.0,0.33,14033.0,,black,F,,,63635.0,0.32,13637.0,D,caucasian,M,63647.0,0.33,14033.0,,black,F,,,63635.0,0.32,13637.0,D,caucasian,M,-0.51,3274161080.0
2582000_2015_11_worcester_MA_Mayor_mayor_1,2582000,worcester,2015,11.0,9978.0,3,19699,1.0,0.52,win,1,1.0,0.0,D,1.0,0.0,M,0.0,1.0,0.0,0.0,0.0,caucasian,-0.24,2594820507.0,0.511239156073617,0.692960002658845,0.124597224738033,0.213845568364974,0.109657465142202,19699.0,0.52,9978.0,D,caucasian,M,-0.24,2594820507.0,19709.0,0.41,7859.0,R,caucasian,M,19699.0,0.52,9978.0,D,caucasian,M,-0.24,2594820507.0,19709.0,0.41,7859.0,R,caucasian,M,1.0,109780119.0
135896_2020_8_hoover_AL_Mayor_mayor_1,135896,hoover,2020,8.0,9969.0,2,5992,1.0,0.76,win,1,,,,1.0,0.0,M,0.0,0.98,0.01,0.0,0.0,caucasian,,,0.528054006457294,0.712979160551805,0.18849427648958,0.061226885823305,0.0523862635749927,5992.0,0.76,9969.0,,caucasian,M,,,5994.0,0.24,3147.0,R,caucasian,M,5992.0,0.76,9969.0,,caucasian,M,,,5994.0,0.24,3147.0,R,caucasian,M,0.82,112385713.0
2674900_2013_11_southfield_MI_Mayor_mayor_1,2674900,southfield,2013,11.0,9966.0,1,23136,1.0,1.0,win,1,1.0,0.0,D,0.0,1.0,F,1.0,0.0,0.0,0.0,0.0,black,-0.8,5000002525786809.0,0.551397752761475,0.243758744552479,0.700373852200101,0.0147292761686355,0.0223127254839989,23136.0,1.0,9966.0,D,black,F,-0.8,5000002525786809.0,,,,,,,23136.0,1.0,9966.0,D,black,F,-0.8,5000002525786809.0,,,,,,,,
2567000_2007_11_springfield_MA_Mayor_mayor_1,2567000,springfield,2007,11.0,9964.0,2,19631,1.0,0.47,lose,1,1.0,0.0,D,1.0,0.0,M,0.0,1.0,0.0,0.0,0.0,caucasian,0.05,109932683.0,0.526458761098423,0.531149997501554,0.218873369578506,0.35344544519405,0.199286965364488,19632.0,0.53,11096.0,D,caucasian,M,-0.09,109678688.0,19631.0,0.47,9964.0,D,caucasian,M,19632.0,0.53,11096.0,D,caucasian,M,-0.09,109678688.0,19631.0,0.47,9964.0,D,caucasian,M,0.05,109932683.0
3570500_2021_11_santa fe_NM_Mayor_mayor_1,3570500,santa fe,2021,11.0,9961.0,3,30355,1.0,0.55,win,1,1.0,0.0,D,1.0,0.0,M,0.0,1.0,0.0,0.0,0.0,caucasian,-0.69,100033823.0,,,,,,30355.0,0.55,9961.0,D,caucasian,M,-0.69,100033823.0,30306.0,0.35,6357.0,D,caucasian,F,30355.0,0.55,9961.0,D,caucasian,M,-0.69,100033823.0,30306.0,0.35,6357.0,D,caucasian,F,-0.47,5000000103562685.0
203000_2003_4_anchorage_AK_Mayor_mayor_1,203000,anchorage,2003,4.0,9954.0,11,14537,1.0,0.16,lose,1,0.0,1.0,R,1.0,0.0,M,0.01,0.97,0.01,0.01,0.0,caucasian,0.79,5251693023.0,0.493534350215461,0.703517559061815,0.057556380466114,0.0624790657290852,0.0980142460718046,14430.0,0.45,28604.0,D,caucasian,M,-0.77,29055805323.0,14390.0,0.37,23615.0,R,caucasian,M,14430.0,0.45,28604.0,D,caucasian,M,-0.77,29055805323.0,14390.0,0.37,23615.0,R,caucasian,M,0.8,5251639817.0
1759000_2005_5_peoria_IL_Mayor_mayor_1,1759000,peoria,2005,5.0,9953.0,2,11602,1.0,0.45,lose,1,0.02,0.98,R,1.0,0.0,M,0.0,1.0,0.0,0.0,0.0,caucasian,0.89,5533322848.0,0.525183069054454,0.658346916878522,0.25866387371049,0.0370371415217619,0.0517221910923299,11606.0,0.55,12190.0,R,caucasian,M,1.04,3552202097.0,11602.0,0.45,9953.0,R,caucasian,M,11606.0,0.55,12190.0,R,caucasian,M,1.04,3552202097.0,11602.0,0.45,9953.0,R,caucasian,M,0.89,5533322848.0
684550_2002_11_westminster_CA_Mayor_mayor_1,684550,westminster,2002,11.0,9951.0,2,76724,1.0,0.6,win,1,0.41,0.59,R,0.0,1.0,F,0.0,1.0,0.0,0.0,0.0,caucasian,,5000032561880136.0,0.501320146082071,0.437768914271571,0.0097925552904502,0.220788161198989,0.508814839681225,76724.0,0.6,9951.0,R,caucasian,F,,5000032561880136.0,76698.0,0.4,6696.0,R,caucasian,M,76724.0,0.6,9951.0,R,caucasian,F,,5000032561880136.0,76698.0,0.4,6696.0,R,caucasian,M,,3125057921.0
2523000_2003_NA_fall river_MA_Mayor_mayor_1,2523000,fall river,2003,,9944.0,1,19086,1.0,1.0,win,1,0.99,0.01,D,1.0,0.0,M,0.0,1.0,0.0,0.0,0.0,caucasian,-0.26,2813941095.0,0.530510821528123,0.8992994469692,0.0290843144512128,0.0453007311941912,0.0432115466546968,19086.0,1.0,9944.0,D,caucasian,M,-0.26,2813941095.0,,,,,,,19086.0,1.0,9944.0,D,caucasian,M,-0.26,2813941095.0,,,,,,,,
624680_1998_NA_fontana_CA_Mayor_mayor_1,624680,fontana,1998,,9938.0,2,66236,1.0,0.67,win,1,0.06,0.94,R,1.0,0.0,M,0.0,1.0,0.0,0.0,0.0,caucasian,,,0.504228830462756,0.495423031045088,0.112057788647604,0.533991191283749,0.338333840926207,66236.0,0.67,9938.0,R,caucasian,M,,,66235.0,0.33,4836.0,,caucasian,,66236.0,0.67,9938.0,R,caucasian,M,,,66235.0,0.33,4836.0,,caucasian,,,
5135000_1996_5_hampton_VA_Mayor_mayor_1,5135000,hampton,1996,5.0,9912.0,2,54553,1.0,0.6,win,1,0.9,0.1,D,1.0,0.0,M,0.0,1.0,0.0,0.0,0.0,caucasian,0.07,2381708497.0,0.507614521632439,0.530927042958501,0.423487022140317,0.024897022098831,0.0275411903485392,54553.0,0.6,9912.0,D,caucasian,M,0.07,2381708497.0,54552.0,0.4,6677.0,D,caucasian,M,54553.0,0.6,9912.0,D,caucasian,M,0.07,2381708497.0,54552.0,0.4,6677.0,D,caucasian,M,-0.26,2294643827.0
2241155_2005_4_lake charles_LA_Mayor_mayor_1,2241155,lake charles,2005,4.0,9897.0,2,16539,1.0,0.88,win,1,1.0,0.0,D,1.0,0.0,M,0.0,1.0,0.0,0.0,0.0,caucasian,-0.87,4174385444.0,0.52020749257202,0.486023208725227,0.472466093947962,0.021386189628744,0.0223195538200617,16539.0,0.88,9897.0,D,caucasian,M,-0.87,4174385444.0,16541.0,0.12,1408.0,D,black,F,16539.0,0.88,9897.0,D,caucasian,M,-0.87,4174385444.0,16541.0,0.12,1408.0,D,black,F,,
5135000_2020_NA_hampton_VA_Mayor_mayor_1,5135000,hampton,2020,,9872.0,3,54510,1.0,0.63,win,1,1.0,0.0,D,1.0,0.0,M,1.0,0.0,0.0,0.0,0.0,black,-0.1,3822466049.0,0.517887160195792,0.411082560111374,0.499477936330448,0.0576343480868773,0.0248220910686384,54510.0,0.63,9872.0,D,black,M,-0.1,3822466049.0,54548.0,0.3,4677.0,D,black,M,54510.0,0.63,9872.0,D,black,M,-0.1,3822466049.0,54548.0,0.3,4677.0,D,black,M,-0.69,35498054822.0
2646000_2013_11_lansing_MI_Mayor_mayor_1,2646000,lansing,2013,11.0,9863.0,2,23099,1.0,0.72,win,1,0.98,0.02,D,,,,0.0,1.0,0.0,0.0,0.0,caucasian,,,0.516698159310935,0.611744410256515,0.236057625812409,0.124804841703097,0.0697978692232749,23099.0,0.72,9863.0,D,caucasian,,,,23057.0,0.28,3864.0,D,caucasian,M,23099.0,0.72,9863.0,D,caucasian,,,,23057.0,0.28,3864.0,D,caucasian,M,-0.55,29055809633.0
2706616_1993_11_bloomington_MN_Mayor_mayor_1,2706616,bloomington,1993,11.0,9858.0,2,23523,1.0,0.57,win,1,0.14,0.86,R,1.0,0.0,M,0.0,1.0,0.0,0.0,0.0,caucasian,0.23,2492774822.0,0.516395508076998,0.927319818759749,0.0215769878659321,0.0145929321151063,0.0428791118431543,23523.0,0.57,9858.0,R,caucasian,M,0.23,2492774822.0,23521.0,0.43,7581.0,D,caucasian,M,23523.0,0.57,9858.0,R,caucasian,M,0.23,2492774822.0,23521.0,0.43,7581.0,D,caucasian,M,-1.01,4020287903.0
4269000_2021_11_scranton_PA_Mayor_mayor_1,4269000,scranton,2021,11.0,9851.0,2,44050,1.0,0.76,win,1,1.0,0.0,D,0.02,0.98,F,0.0,1.0,0.0,0.0,0.0,caucasian,,,,,,,,44050.0,0.76,9851.0,D,caucasian,F,,,44041.0,0.24,3175.0,R,caucasian,M,44050.0,0.76,9851.0,D,caucasian,F,,,44041.0,0.24,3175.0,R,caucasian,M,,
660620_2010_11_richmond_CA_Mayor_mayor_1,660620,richmond,2010,11.0,9841.0,3,72983,1.0,0.42,win,1,0.79,0.21,D,0.03,0.97,F,0.0,1.0,0.0,0.0,0.0,caucasian,-0.98,5000004018273021.0,0.513254452705374,0.314268907725094,0.265590495752211,0.394605645075747,0.357701468645433,72983.0,0.42,9841.0,D,caucasian,F,-0.98,5000004018273021.0,73015.0,0.36,8439.0,D,black,M,72983.0,0.42,9841.0,D,caucasian,F,-0.98,5000004018273021.0,73015.0,0.36,8439.0,D,black,M,-0.94,3191137785.0
427820_2002_3_glendale_AZ_Mayor_mayor_1,427820,glendale,2002,3.0,9820.0,3,44098,1.0,0.76,win,1,0.0,1.0,R,0.0,1.0,F,0.0,1.0,0.0,0.0,0.01,caucasian,,,0.502611059597622,0.739974844492917,0.049621203292554,0.269697073438322,0.159785428458227,44098.0,0.76,9820.0,R,caucasian,F,,,44104.0,0.24,3064.0,,,,44098.0,0.76,9820.0,R,caucasian,F,,,44104.0,0.24,3064.0,,,,,2615829546.0
827425_2003_4_fort collins_CO_Mayor_mayor_1,827425,fort collins,2003,4.0,9814.0,3,78335,1.0,0.39,lose,1,1.0,0.0,D,0.0,1.0,F,0.0,1.0,0.0,0.0,0.0,caucasian,-0.68,5000005603498554.0,0.498599822328559,0.894537574658825,0.0107815740202961,0.0917289822560488,0.0615957356855686,78334.0,0.58,14613.0,R,hispanic,M,,111596057.0,78335.0,0.39,9814.0,D,caucasian,F,78334.0,0.58,14613.0,R,hispanic,M,,111596057.0,78335.0,0.39,9814.0,D,caucasian,F,-0.68,5000005603498554.0
656000_2003_3_pasadena_CA_Mayor_mayor_1,656000,pasadena,2003,3.0,9800.0,2,72100,1.0,0.85,win,1,1.0,0.0,D,1.0,0.0,M,0.0,1.0,0.0,0.0,0.0,caucasian,-0.44,4644045805.0,0.511433083467525,0.54100251757623,0.133020122491156,0.334817727349575,0.266814056048551,72100.0,0.85,9800.0,D,caucasian,M,-0.44,4644045805.0,72103.0,0.15,1785.0,D,caucasian,M,72100.0,0.85,9800.0,D,caucasian,M,-0.44,4644045805.0,72103.0,0.15,1785.0,D,caucasian,M,,
4957300_2017_11_orem_UT_Mayor_mayor_1,4957300,orem,2017,11.0,9737.0,2,52909,1.0,0.66,win,1,0.0,1.0,R,0.99,0.01,M,0.0,1.0,0.0,0.0,0.0,caucasian,,3309160724.0,0.497474896710677,0.880421152962399,0.006492148417226,0.165782022593061,0.0468472154903541,52909.0,0.66,9737.0,R,caucasian,M,,3309160724.0,52880.0,0.34,5011.0,R,caucasian,M,52909.0,0.66,9737.0,R,caucasian,M,,3309160724.0,52880.0,0.34,5011.0,R,caucasian,M,1.52,5412782614.0
653896_2002_11_ontario_CA_Mayor_mayor_1,653896,ontario,2002,11.0,9729.0,3,71549,1.0,0.53,win,1,0.05,0.95,R,1.0,0.0,M,0.0,1.0,0.0,0.0,0.0,caucasian,1.1,3737274612.0,0.499365341659184,0.484741028930859,0.0729534643267147,0.616989227471774,0.380031223451038,71549.0,0.53,9729.0,R,caucasian,M,1.1,3737274612.0,71541.0,0.25,4638.0,,caucasian,F,71549.0,0.53,9729.0,R,caucasian,M,1.1,3737274612.0,71541.0,0.25,4638.0,,caucasian,F,,
1703012_2001_NA_aurora_IL_Mayor_mayor_1,1703012,aurora,2001,,9718.0,2,7770,1.0,0.84,win,1,0.01,0.99,R,0.99,0.01,M,0.0,1.0,0.0,0.0,0.0,caucasian,,2414731661.0,0.497088450291722,0.672385502931599,0.110268060100314,0.334375339697138,0.184259119669443,7770.0,0.84,9718.0,R,caucasian,M,,2414731661.0,7753.0,0.16,1866.0,D,caucasian,M,7770.0,0.84,9718.0,R,caucasian,M,,2414731661.0,7753.0,0.16,1866.0,D,caucasian,M,,
2513660_1995_NA_chicopee_MA_Mayor_mayor_1,2513660,chicopee,1995,,9707.0,1,19080,1.0,1.0,win,1,0.91,0.09,D,1.0,0.0,M,0.0,1.0,0.0,0.0,0.0,caucasian,-0.08,5372219740.0,0.525177904608233,0.926132981760716,0.0205453240082267,0.0619212389043671,0.0425486913174309,19080.0,1.0,9707.0,D,caucasian,M,-0.08,5372219740.0,,,,,,,19080.0,1.0,9707.0,D,caucasian,M,-0.08,5372219740.0,,,,,,,,
2674900_2009_11_southfield_MI_Mayor_mayor_1,2674900,southfield,2009,11.0,9703.0,2,23136,1.0,0.78,win,1,1.0,0.0,D,0.0,1.0,F,1.0,0.0,0.0,0.0,0.0,black,-0.8,5000002525786809.0,0.551769745991065,0.263097631860729,0.686915951916071,0.0131989307899971,0.0234739170911741,23136.0,0.78,9703.0,D,black,F,-0.8,5000002525786809.0,23142.0,0.22,2787.0,R,black,F,23136.0,0.78,9703.0,D,black,F,-0.8,5000002525786809.0,23142.0,0.22,2787.0,R,black,F,,
4967440_2017_11_sandy_UT_Mayor_mayor_1,4967440,sandy,2017,11.0,9696.0,2,53065,1.0,0.42,lose,1,0.0,1.0,R,1.0,0.0,M,0.0,1.0,0.0,0.0,0.0,caucasian,,109813278.0,0.499847337623403,0.900635547216452,0.0064381030625604,0.0829698074432513,0.0450787062176271,53059.0,0.58,13311.0,R,caucasian,M,,,53065.0,0.42,9696.0,R,caucasian,M,53059.0,0.58,13311.0,R,caucasian,M,,,53065.0,0.42,9696.0,R,caucasian,M,,109813278.0
2545000_2003_11_new bedford_MA_Mayor_mayor_1,2545000,new bedford,2003,11.0,9685.0,2,19396,1.0,0.67,win,1,1.0,0.0,D,1.0,0.0,M,0.0,1.0,0.0,0.0,0.0,caucasian,-0.4,4032286905.0,0.526369390302687,0.775460476516143,0.0498919654526073,0.121710063374328,0.107986472790425,19396.0,0.67,9685.0,D,caucasian,M,-0.4,4032286905.0,19398.0,0.33,4814.0,D,caucasian,M,19396.0,0.67,9685.0,D,caucasian,M,-0.4,4032286905.0,19398.0,0.33,4814.0,D,caucasian,M,,3255149709.0
1301052_1997_7_albany_GA_Mayor_mayor_1,1301052,albany,1997,7.0,9684.0,1,4628,1.0,1.0,win,1,0.99,0.01,D,1.0,0.0,M,0.0,1.0,0.0,0.0,0.0,caucasian,-0.32,2373687462.0,0.53861675549574,0.365138229691285,0.618567022820178,0.0111277862630486,0.0092944504823284,4628.0,1.0,9684.0,D,caucasian,M,-0.32,2373687462.0,,,,,,,4628.0,1.0,9684.0,D,caucasian,M,-0.32,2373687462.0,,,,,,,,
682996_1998_11_vista_CA_Mayor_mayor_1,682996,vista,1998,11.0,9680.0,3,76506,1.0,0.6,win,1,0.06,0.94,R,0.02,0.98,F,0.0,1.0,0.0,0.0,0.0,caucasian,,,0.500473000048033,0.675470385636281,0.0428636770372686,0.36106082154716,0.233764515593595,76506.0,0.6,9680.0,R,caucasian,F,,,76477.0,0.24,3779.0,R,hispanic,M,76506.0,0.6,9680.0,R,caucasian,F,,,76477.0,0.24,3779.0,R,hispanic,M,,
2915670_2007_4_columbia_MO_Mayor_mayor_1,2915670,columbia,2007,4.0,9671.0,2,25075,1.0,0.75,win,1,0.06,0.94,R,1.0,0.0,M,0.0,1.0,0.0,0.0,0.0,caucasian,,,0.517993841694267,0.797781497377752,0.111374275518697,0.030208470875926,0.0596445749049499,25075.0,0.75,9671.0,R,caucasian,M,,,25047.0,0.25,3224.0,D,caucasian,M,25075.0,0.75,9671.0,R,caucasian,M,,,25047.0,0.25,3224.0,D,caucasian,M,-0.38,3977030089.0
1232000_2004_3_hollywood_FL_Mayor_mayor_1,1232000,hollywood,2004,3.0,9665.0,3,3408,1.0,0.58,win,1,1.0,0.0,D,0.0,1.0,F,0.0,1.0,0.0,0.0,0.0,caucasian,-0.34,5000003779425614.0,0.513026161530837,0.760787495222329,0.139541534495156,0.265372157040402,0.0639713212475465,3408.0,0.58,9665.0,D,caucasian,F,-0.34,5000003779425614.0,3400.0,0.39,6591.0,R,caucasian,F,3408.0,0.58,9665.0,D,caucasian,F,-0.34,5000003779425614.0,3400.0,0.39,6591.0,R,caucasian,F,-0.15,5000003733275312.0
3719000_1993_11_durham_NC_Mayor_mayor_1,3719000,durham,1993,11.0,9641.0,2,37748,1.0,0.4,lose,1,0.0,1.0,R,1.0,0.0,M,0.0,1.0,0.0,0.0,0.0,caucasian,,,0.530584844753659,0.498502287221232,0.451416203866346,0.0339325952838374,0.0416157293209749,37810.0,0.6,14616.0,R,caucasian,F,,,37748.0,0.4,9641.0,R,caucasian,M,37810.0,0.6,14616.0,R,caucasian,F,,,37748.0,0.4,9641.0,R,caucasian,M,,
3231900_2013_4_henderson_NV_Mayor_mayor_1,3231900,henderson,2013,4.0,9618.0,7,26686,1.0,0.55,win,1,0.85,0.15,D,1.0,0.0,M,0.0,1.0,0.0,0.0,0.0,caucasian,,,0.508241286584593,0.764836280134061,0.0535901619503882,0.154656631508524,0.112652930934438,26686.0,0.55,9618.0,D,caucasian,M,,,26713.0,0.37,6520.0,R,caucasian,M,26686.0,0.55,9618.0,D,caucasian,M,,,26713.0,0.37,6520.0,R,caucasian,M,,36037117156.0
3345140_2005_11_manchester_NH_Mayor_mayor_1,3345140,manchester,2005,11.0,9597.0,2,27220,1.0,0.49,lose,1,1.0,0.0,D,0.99,0.01,M,0.0,1.0,0.0,0.0,0.0,caucasian,-0.58,3818420608.0,0.507128285640735,0.889083568568554,0.0309209696172147,0.0636390887583431,0.0549278673794767,27099.0,0.51,10125.0,R,caucasian,M,0.86,3279162775.0,27220.0,0.49,9597.0,D,caucasian,M,27099.0,0.51,10125.0,R,caucasian,M,0.86,3279162775.0,27220.0,0.49,9597.0,D,caucasian,M,-0.58,3818420608.0
908000_2019_11_bridgeport_CT_Mayor_mayor_1,908000,bridgeport,2019,11.0,9592.0,6,78749,1.0,0.6,win,1,1.0,0.0,D,1.0,0.0,M,0.0,1.0,0.0,0.0,0.0,caucasian,-0.52,2924988061.0,0.516729523486189,0.403470858193106,0.350325985051444,0.40509593186414,0.0515417329789899,78749.0,0.6,9592.0,D,caucasian,M,-0.52,2924988061.0,78760.0,0.3,4735.0,D,black,F,78749.0,0.6,9592.0,D,caucasian,M,-0.52,2924988061.0,78760.0,0.3,4735.0,D,black,F,-0.69,5000003818428322.0
3775000_2009_11_winston-salem_NC_Mayor_mayor_1,3775000,winston-salem,2009,11.0,9585.0,1,38466,1.0,1.0,win,1,1.0,0.0,D,1.0,0.0,M,0.0,1.0,0.0,0.0,0.0,caucasian,-0.34,2599819983.0,0.530148283562694,0.516515397788985,0.349090560163797,0.14093292898266,0.106802598855112,38466.0,1.0,9585.0,D,caucasian,M,-0.34,2599819983.0,,,,,,,38466.0,1.0,9585.0,D,caucasian,M,-0.34,2599819983.0,,,,,,,,
4715160_2014_11_clarksville_TN_Mayor_mayor_1,4715160,clarksville,2014,11.0,9577.0,3,46685,1.0,0.47,win,1,0.96,0.04,D,0.08,0.92,F,0.0,1.0,0.0,0.0,0.0,caucasian,0.12,3818423982.0,0.507835325780988,0.653605935612755,0.236139420758455,0.101570778067293,0.0438825437421022,46685.0,0.47,9577.0,D,caucasian,F,0.12,3818423982.0,46551.0,0.27,5544.0,R,caucasian,M,46685.0,0.47,9577.0,D,caucasian,F,0.12,3818423982.0,46551.0,0.27,5544.0,R,caucasian,M,1.11,30214968473.0
4715160_2002_11_clarksville_TN_Mayor_mayor_1,4715160,clarksville,2002,11.0,9576.0,3,46682,1.0,0.42,lose,1,0.0,1.0,R,1.0,0.0,M,0.0,1.0,0.0,0.0,0.0,caucasian,1.15,3005006836.0,0.500831935596618,0.674362348886068,0.232157440230016,0.0667697253280585,0.0514467930291199,46675.0,0.55,12581.0,D,caucasian,M,0.25,2561806685.0,46682.0,0.42,9576.0,R,caucasian,M,46675.0,0.55,12581.0,D,caucasian,M,0.25,2561806685.0,46682.0,0.42,9576.0,R,caucasian,M,1.15,3005006836.0
681666_2011_11_vallejo_CA_Mayor_mayor_1,681666,vallejo,2011,11.0,9572.0,2,76323,1.0,0.53,win,1,0.81,0.19,D,0.99,0.01,M,1.0,0.0,0.0,0.0,0.0,black,0.06,2630839699.0,0.514630295438005,0.33080217807274,0.218802533875718,0.229390837754271,0.356777161159355,76323.0,0.53,9572.0,D,black,M,0.06,2630839699.0,76268.0,0.47,8482.0,D,caucasian,F,76323.0,0.53,9572.0,D,black,M,0.06,2630839699.0,76268.0,0.47,8482.0,D,caucasian,F,-0.85,5000003806353857.0
3702140_2009_11_asheville_NC_Mayor_mayor_1,3702140,asheville,2009,11.0,9566.0,2,36216,1.0,0.8,win,1,1.0,0.0,D,0.09,0.91,F,1.0,0.0,0.0,0.0,0.0,black,-0.49,2613831982.0,0.528841853417946,0.791786234146104,0.137767749111651,0.0626300675018128,0.0421052317073571,36216.0,0.8,9566.0,D,black,F,-0.49,2613831982.0,36224.0,0.2,2438.0,R,caucasian,M,36216.0,0.8,9566.0,D,black,F,-0.49,2613831982.0,36224.0,0.2,2438.0,R,caucasian,M,,
621712_1998_11_el cajon_CA_Mayor_mayor_1,621712,el cajon,1998,11.0,9549.0,2,65397,1.0,0.5,lose,1,0.02,0.98,R,0.02,0.98,F,0.0,1.0,0.0,0.0,0.0,caucasian,1.32,5000002422741301.0,0.512428503784906,0.766746585233371,0.0487604612977584,0.207658032874151,0.126650596242932,65365.0,0.5,9691.0,R,caucasian,M,,35951668309.0,65397.0,0.5,9549.0,R,caucasian,F,65365.0,0.5,9691.0,R,caucasian,M,,35951668309.0,65397.0,0.5,9549.0,R,caucasian,F,1.32,5000002422741301.0
1714351_2001_4_cicero_IL_Mayor_mayor_1,1714351,cicero,2001,4.0,9527.0,2,10104,1.0,0.61,win,1,0.0,1.0,R,0.02,0.98,F,0.0,1.0,0.0,0.0,0.0,caucasian,0.37,5000005533345523.0,0.486482361851904,0.486378817831468,0.0138091639394286,0.783490253040705,0.451413244785109,10104.0,0.61,9527.0,R,caucasian,F,0.37,5000005533345523.0,10109.0,0.39,6055.0,D,hispanic,M,10104.0,0.61,9527.0,R,caucasian,F,0.37,5000005533345523.0,10109.0,0.39,6055.0,D,hispanic,M,,
883835_2017_11_westminster_CO_Mayor_mayor_1,883835,westminster,2017,11.0,9501.0,3,78633,1.0,0.47,win,1,,,,0.97,0.03,M,0.0,1.0,0.0,0.0,0.0,caucasian,,,0.502170978440605,0.84079352558374,0.0176151030210784,0.218379127452322,0.0780121332543603,78633.0,0.47,9501.0,,caucasian,M,,,78590.0,0.26,5292.0,R,caucasian,M,78633.0,0.47,9501.0,,caucasian,M,,,78590.0,0.26,5292.0,R,caucasian,M,,
680000_2006_NA_torrance_CA_Mayor_mayor_1,680000,torrance,2006,,9487.0,2,75821,1.0,0.38,lose,1,0.06,0.94,R,1.0,0.0,M,0.0,1.0,0.0,0.0,0.0,caucasian,1.1,3118064512.0,0.513666114078202,0.543287333177621,0.0250790802021314,0.147842750858724,0.375772188039096,75781.0,0.62,15433.0,R,caucasian,M,0.91,4623032215.0,75821.0,0.38,9487.0,R,caucasian,M,75781.0,0.62,15433.0,R,caucasian,M,0.91,4623032215.0,75821.0,0.38,9487.0,R,caucasian,M,1.1,3118064512.0
4131250_2002_11_gresham_OR_Mayor_mayor_1,4131250,gresham,2002,11.0,9475.0,3,41996,1.0,0.54,win,1,,,,1.0,0.0,M,0.0,1.0,0.0,0.0,0.0,caucasian,,,0.506433478057485,0.813788842054103,0.0222074338385605,0.13302939494504,0.114420924438624,41996.0,0.54,9475.0,,caucasian,M,,,41925.0,0.28,4834.0,R,caucasian,F,41996.0,0.54,9475.0,,caucasian,M,,,41925.0,0.28,4834.0,R,caucasian,F,,
636546_2006_11_inglewood_CA_Mayor_mayor_1,636546,inglewood,2006,11.0,9475.0,3,68920,1.0,0.49,win,1,0.95,0.05,D,1.0,0.0,M,1.0,0.0,0.0,0.0,0.0,black,-0.75,3150098917.0,0.524949511234334,0.216252699118156,0.452019745572991,0.487500808136474,0.283440632007697,68920.0,0.49,9475.0,D,black,M,-0.75,3150098917.0,68873.0,0.29,5579.0,R,caucasian,F,68920.0,0.49,9475.0,D,black,M,-0.75,3150098917.0,68873.0,0.29,5579.0,R,caucasian,F,,
641992_2007_11_livermore_CA_Mayor_mayor_1,641992,livermore,2007,11.0,9463.0,1,69721,1.0,1.0,win,1,0.89,0.11,D,1.0,0.0,M,0.0,1.0,0.0,0.0,0.0,caucasian,0.28,29185933721.0,0.50254193051991,0.768039039807302,0.0194100716998192,0.189395425313486,0.155624464616898,69721.0,1.0,9463.0,D,caucasian,M,0.28,29185933721.0,,,,,,,69721.0,1.0,9463.0,D,caucasian,M,0.28,29185933721.0,,,,,,,,
4817000_2011_5_corpus christi_TX_Mayor_mayor_1,4817000,corpus christi,2011,5.0,9442.0,3,49307,1.0,0.72,win,1,,,,,,,0.08,0.39,0.48,0.06,0.0,hispanic,,,0.509246520650344,0.817892641233276,0.0431660444310676,0.600361938931131,0.106689889501782,49307.0,0.72,9442.0,,hispanic,,,,49318.0,0.18,2386.0,,caucasian,,49307.0,0.72,9442.0,,hispanic,,,,49318.0,0.18,2386.0,,caucasian,,,
