,geo_name,year,votes,vote_share,incumbent,winner,prob_democrat,prob_republican,pid_est,prob_male,prob_female,gender_est,prob_black,prob_white,prob_hispanic,prob_asian,prob_other,race_est,contributor.cfscore,percent_women,percent_white,percent_black,percent_hispanic,percent_asian_american,candidate_count,cpi_prevYear,unemployment_prevYear,pid_est_knn,gender_est_knn,race_est_knn
4694,Napa,2001,485.0,0.04,0.0,0,0.85,0.15,Democrat,1.0,0.0,Male,0.01,0.98,0.0,0.0,0.0,Caucasian,-0.3620114576702737,0.508816230539917,0.797989510163291,0.0053559828989731,0.279079359873394,0.150379328329165,4,172.1916666666667,4.0,0.0,1.0,2.0
4854,Napa,2001,280.0,0.02,0.0,0,0.91,0.09,Democrat,1.0,0.0,Male,0.0,1.0,0.0,0.0,0.0,Caucasian,-0.3620114576702737,0.508816230539917,0.797989510163291,0.0053559828989731,0.279079359873394,0.150379328329165,4,172.1916666666667,4.0,0.0,1.0,2.0
900,Napa,2012,17868.0,0.61,1.0,1,0.19,0.81,Republican,0.0,1.0,Female,0.0,1.0,0.0,0.0,0.0,Caucasian,0.09,0.506604747028043,0.755144818665378,0.0064030350750882,0.381856155874691,0.163939095551058,2,224.923,8.9,1.0,0.0,2.0
1462,Napa,2012,11289.0,0.39,0.0,0,0.91,0.09,Democrat,1.0,0.0,Male,0.0,1.0,0.0,0.0,0.0,Caucasian,-0.3620114576702737,0.506604747028043,0.755144818665378,0.0064030350750882,0.381856155874691,0.163939095551058,2,224.923,8.9,0.0,1.0,2.0
993,Naperville,1999,16552.0,0.85,1.0,1,0.5732651225545311,0.42673487744546884,Unknown,0.8055726738293127,0.1944273261706872,Unknown,0.0,1.0,0.0,0.0,0.0,Caucasian,-0.14590909090909085,0.510229067926012,0.859251332361396,0.0293573222634622,0.0309575023054633,0.0990015426756616,2,163.00833333333335,4.5,0.4171351472903081,0.8053922562335293,2.0
3530,Naperville,1999,2987.0,0.15,0.0,0,0.5732651225545311,0.42673487744546884,Unknown,0.97,0.03,Male,0.01,0.95,0.04,0.0,0.0,Caucasian,-0.14590909090909085,0.510229067926012,0.859251332361396,0.0293573222634622,0.0309575023054633,0.0990015426756616,2,163.00833333333335,4.5,0.4171351472903081,1.0,2.0
1270,Naperville,2007,13119.0,0.69,1.0,1,0.5732651225545311,0.42673487744546884,Unknown,0.8055726738293127,0.1944273261706872,Unknown,0.0,1.0,0.0,0.0,0.0,Caucasian,-0.14590909090909085,0.512750994700898,0.790716786990658,0.0417128905659472,0.0470981175869499,0.146303078382262,3,201.55833333333337,4.6,0.4171351472903081,0.8053922562335293,2.0
2599,Naperville,2007,5794.0,0.31,0.0,0,0.0,1.0,Republican,1.0,0.0,Male,0.0,1.0,0.0,0.0,0.0,Caucasian,0.47,0.512750994700898,0.790716786990658,0.0417128905659472,0.0470981175869499,0.146303078382262,3,201.55833333333337,4.6,1.0,1.0,2.0
5163,Naperville,2007,21.0,0.0,0.0,0,0.5732651225545311,0.42673487744546884,Unknown,1.0,0.0,Male,0.0,1.0,0.0,0.0,0.0,Caucasian,-0.14590909090909085,0.512750994700898,0.790716786990658,0.0417128905659472,0.0470981175869499,0.146303078382262,3,201.55833333333337,4.6,0.4171351472903081,1.0,2.0
1518,Naperville,2011,10836.0,0.65,1.0,1,0.5732651225545311,0.42673487744546884,Unknown,0.8055726738293127,0.1944273261706872,Unknown,0.0,1.0,0.0,0.0,0.0,Caucasian,-0.14590909090909085,0.513054254480191,0.760112948866635,0.046972808684195,0.05389257584876,0.167050231648183,3,218.0761666666667,9.6,0.4171351472903081,0.8053922562335293,2.0
3500,Naperville,2011,3082.0,0.18,0.0,0,0.0,1.0,Republican,1.0,0.0,Male,0.0,1.0,0.0,0.0,0.0,Caucasian,0.47,0.513054254480191,0.760112948866635,0.046972808684195,0.05389257584876,0.167050231648183,3,218.0761666666667,9.6,1.0,1.0,2.0
3614,Naperville,2011,2760.0,0.17,0.0,0,0.48,0.52,Republican,1.0,0.0,Male,0.0,1.0,0.0,0.0,0.0,Caucasian,0.8224900398406375,0.513054254480191,0.760112948866635,0.046972808684195,0.05389257584876,0.167050231648183,3,218.0761666666667,9.6,1.0,1.0,2.0
2326,Naperville,2019,6779.0,0.52,1.0,1,0.0,1.0,Republican,1.0,0.0,Male,0.0,1.0,0.0,0.0,0.0,Caucasian,0.63,0.507769073949843,0.724995024569157,0.0498622128013652,0.0578867705079724,0.188569777092538,2,251.09949999999995,3.9,1.0,1.0,2.0
2478,Naperville,2019,6251.0,0.48,0.0,0,0.15,0.85,Republican,1.0,0.0,Male,0.0,1.0,0.0,0.0,0.0,Caucasian,0.8224900398406375,0.507769073949843,0.724995024569157,0.0498622128013652,0.0578867705079724,0.188569777092538,2,251.09949999999995,3.9,1.0,1.0,2.0
2563,Nashua,2003,5921.0,0.4,1.0,1,0.0,1.0,Republican,1.0,0.0,Male,0.0,1.0,0.0,0.0,0.0,Caucasian,0.73,0.50629612157165,0.874862491098379,0.0222008337260733,0.0730659469003662,0.082057558153899,3,179.86666666666667,5.8,1.0,1.0,2.0
2860,Nashua,2003,4957.0,0.33,0.0,0,1.0,0.0,Democrat,1.0,0.0,Male,0.0,1.0,0.0,0.0,0.0,Caucasian,-0.38,0.50629612157165,0.874862491098379,0.0222008337260733,0.0730659469003662,0.082057558153899,3,179.86666666666667,5.8,0.0,1.0,2.0
3209,Nashua,2003,3933.0,0.27,0.0,0,0.0,1.0,Republican,1.0,0.0,Male,0.29,0.7,0.01,0.0,0.0,Caucasian,1.0,0.50629612157165,0.874862491098379,0.0222008337260733,0.0730659469003662,0.082057558153899,3,179.86666666666667,5.8,1.0,1.0,2.0
239,Nashville-Davidson County,1995,48344.0,0.76,1.0,1,1.0,0.0,Democrat,1.0,0.0,Male,0.0,1.0,0.0,0.0,0.0,Caucasian,-0.61,0.520718783851883,0.698434701079702,0.255482661442793,0.0283654258479932,0.0333414622973625,10,148.225,6.1,0.0,1.0,2.0
3414,Nashville-Davidson County,1995,3314.0,0.05,0.0,0,0.5732651225545311,0.42673487744546884,Unknown,0.02,0.98,Female,0.09,0.91,0.0,0.0,0.0,Caucasian,-0.14590909090909085,0.520718783851883,0.698434701079702,0.255482661442793,0.0283654258479932,0.0333414622973625,10,148.225,6.1,0.4171351472903081,0.0,2.0
3484,Nashville-Davidson County,1995,3121.0,0.05,0.0,0,0.5732651225545311,0.42673487744546884,Unknown,0.8055726738293127,0.1944273261706872,Unknown,0.15541763341067283,0.7324903325599382,0.08610208816705338,0.024184068058778034,0.000675990675990676,Unknown,-0.14590909090909085,0.520718783851883,0.698434701079702,0.255482661442793,0.0283654258479932,0.0333414622973625,10,148.225,6.1,0.4171351472903081,0.8053922562335293,1.9062258313998452
3800,Nashville-Davidson County,1995,2266.0,0.04,0.0,0,0.5732651225545311,0.42673487744546884,Unknown,0.8055726738293127,0.1944273261706872,Unknown,0.15541763341067283,0.7324903325599382,0.08610208816705338,0.024184068058778034,0.000675990675990676,Unknown,-0.14590909090909085,0.520718783851883,0.698434701079702,0.255482661442793,0.0283654258479932,0.0333414622973625,10,148.225,6.1,0.4171351472903081,0.8053922562335293,1.9062258313998452
3988,Nashville-Davidson County,1995,1854.0,0.03,0.0,0,0.5732651225545311,0.42673487744546884,Unknown,1.0,0.0,Male,0.04,0.96,0.0,0.0,0.0,Caucasian,-0.14590909090909085,0.520718783851883,0.698434701079702,0.255482661442793,0.0283654258479932,0.0333414622973625,10,148.225,6.1,0.4171351472903081,1.0,2.0
4123,Nashville-Davidson County,1995,1574.0,0.02,0.0,0,0.73,0.27,Democrat,1.0,0.0,Male,0.7,0.3,0.0,0.0,0.0,Black,-0.3620114576702737,0.520718783851883,0.698434701079702,0.255482661442793,0.0283654258479932,0.0333414622973625,10,148.225,6.1,0.0,1.0,1.0
4360,Nashville-Davidson County,1995,1059.0,0.02,0.0,0,0.93,0.07,Democrat,1.0,0.0,Male,0.0,1.0,0.0,0.0,0.0,Caucasian,-0.14,0.520718783851883,0.698434701079702,0.255482661442793,0.0283654258479932,0.0333414622973625,10,148.225,6.1,0.0,1.0,2.0
4380,Nashville-Davidson County,1995,1013.0,0.02,0.0,0,0.5732651225545311,0.42673487744546884,Unknown,0.02,0.98,Female,0.01,0.96,0.01,0.0,0.01,Caucasian,-0.14590909090909085,0.520718783851883,0.698434701079702,0.255482661442793,0.0283654258479932,0.0333414622973625,10,148.225,6.1,0.4171351472903081,0.0,2.0
4408,Nashville-Davidson County,1995,969.0,0.02,0.0,0,0.5732651225545311,0.42673487744546884,Unknown,1.0,0.0,Male,0.06,0.93,0.0,0.01,0.0,Caucasian,-0.14590909090909085,0.520718783851883,0.698434701079702,0.255482661442793,0.0283654258479932,0.0333414622973625,10,148.225,6.1,0.4171351472903081,1.0,2.0
4922,Nashville-Davidson County,1995,219.0,0.0,0.0,0,0.5732651225545311,0.42673487744546884,Unknown,1.0,0.0,Male,0.21,0.78,0.01,0.0,0.0,Caucasian,-0.14590909090909085,0.520718783851883,0.698434701079702,0.255482661442793,0.0283654258479932,0.0333414622973625,10,148.225,6.1,0.4171351472903081,1.0,2.0
232,Nashville-Davidson County,2003,48926.0,0.84,1.0,1,1.0,0.0,Democrat,1.0,0.0,Male,0.0,1.0,0.0,0.0,0.0,Caucasian,-0.29,0.515770265368785,0.642839506680459,0.272924170065204,0.0632060499562076,0.0594078749881181,6,179.86666666666667,5.8,0.0,1.0,2.0
3286,Nashville-Davidson County,2003,3690.0,0.06,0.0,0,0.94,0.06,Democrat,1.0,0.0,Male,0.02,0.98,0.0,0.0,0.0,Caucasian,-0.31,0.515770265368785,0.642839506680459,0.272924170065204,0.0632060499562076,0.0594078749881181,6,179.86666666666667,5.8,0.0,1.0,2.0
3668,Nashville-Davidson County,2003,2605.0,0.04,0.0,0,0.5732651225545311,0.42673487744546884,Unknown,1.0,0.0,Male,0.0,1.0,0.0,0.0,0.0,Caucasian,-0.14590909090909085,0.515770265368785,0.642839506680459,0.272924170065204,0.0632060499562076,0.0594078749881181,6,179.86666666666667,5.8,0.4171351472903081,1.0,2.0
4099,Nashville-Davidson County,2003,1618.0,0.03,0.0,0,1.0,0.0,Democrat,1.0,0.0,Male,0.0,1.0,0.0,0.0,0.0,Caucasian,1.45,0.515770265368785,0.642839506680459,0.272924170065204,0.0632060499562076,0.0594078749881181,6,179.86666666666667,5.8,0.0,1.0,2.0
4459,Nashville-Davidson County,2003,892.0,0.02,0.0,0,0.93,0.07,Democrat,1.0,0.0,Male,0.0,1.0,0.0,0.0,0.0,Caucasian,-0.14,0.515770265368785,0.642839506680459,0.272924170065204,0.0632060499562076,0.0594078749881181,6,179.86666666666667,5.8,0.0,1.0,2.0
4791,Nashville-Davidson County,2003,368.0,0.01,0.0,0,0.5732651225545311,0.42673487744546884,Unknown,0.97,0.03,Male,0.09,0.91,0.01,0.0,0.0,Caucasian,-0.14590909090909085,0.515770265368785,0.642839506680459,0.272924170065204,0.0632060499562076,0.0594078749881181,6,179.86666666666667,5.8,0.4171351472903081,1.0,2.0
225,Nashville-Davidson County,2011,50391.0,0.8,1.0,1,1.0,0.0,Democrat,1.0,0.0,Male,0.0,1.0,0.0,0.0,0.0,Caucasian,-0.41,0.515759674455367,0.607802012819328,0.283423771789935,0.100899113289048,0.0776787951900173,4,218.0761666666667,9.6,0.0,1.0,2.0
2364,Nashville-Davidson County,2011,6661.0,0.11,0.0,0,0.14,0.86,Republican,1.0,0.0,Male,0.06,0.93,0.0,0.0,0.0,Caucasian,0.8224900398406375,0.515759674455367,0.607802012819328,0.283423771789935,0.100899113289048,0.0776787951900173,4,218.0761666666667,9.6,1.0,1.0,2.0
3104,Nashville-Davidson County,2011,4220.0,0.07,0.0,0,0.5732651225545311,0.42673487744546884,Unknown,1.0,0.0,Male,0.96,0.04,0.0,0.0,0.0,Black,-0.14590909090909085,0.515759674455367,0.607802012819328,0.283423771789935,0.100899113289048,0.0776787951900173,4,218.0761666666667,9.6,0.4171351472903081,1.0,1.0
4003,Nashville-Davidson County,2011,1810.0,0.03,0.0,0,0.5732651225545311,0.42673487744546884,Unknown,1.0,0.0,Male,0.01,0.99,0.0,0.0,0.0,Caucasian,-0.14590909090909085,0.515759674455367,0.607802012819328,0.283423771789935,0.100899113289048,0.0776787951900173,4,218.0761666666667,9.6,0.4171351472903081,1.0,2.0
166,Nashville-Davidson County,2019,62440.0,0.7,0.0,1,1.0,0.0,Democrat,0.99,0.01,Male,0.0,1.0,0.0,0.0,0.0,Caucasian,-0.5,0.517862897496505,0.631925438126609,0.276685587533052,0.104528610411485,0.0411425487017994,2,251.09949999999995,3.9,0.0,1.0,2.0
523,Nashville-Davidson County,2019,27281.0,0.3,1.0,0,1.0,0.0,Democrat,0.99,0.01,Male,0.0,1.0,0.0,0.0,0.0,Caucasian,-0.44,0.517862897496505,0.631925438126609,0.276685587533052,0.104528610411485,0.0411425487017994,2,251.09949999999995,3.9,0.0,1.0,2.0
3698,National City,1994,2514.0,0.52,1.0,1,0.15,0.85,Republican,1.0,0.0,Male,0.0,1.0,0.0,0.0,0.0,Caucasian,0.8224900398406375,0.479913475111355,0.385917779015421,0.0730512012848809,0.533963774240902,0.511645740341476,2,144.475,6.9,1.0,1.0,2.0
3762,National City,1994,2324.0,0.48,0.0,0,0.5732651225545311,0.42673487744546884,Unknown,1.0,0.0,Male,0.0,0.99,0.0,0.0,0.0,Caucasian,-0.14590909090909085,0.479913475111355,0.385917779015421,0.0730512012848809,0.533963774240902,0.511645740341476,2,144.475,6.9,0.4171351472903081,1.0,2.0
3239,National City,1998,3840.0,0.53,1.0,1,0.15,0.85,Republican,1.0,0.0,Male,0.0,1.0,0.0,0.0,0.0,Caucasian,0.8224900398406375,0.489348231720986,0.362943228218312,0.0615294150492544,0.571807804339055,0.52361406727441,2,160.525,4.9,1.0,1.0,2.0
3363,National City,1998,3454.0,0.47,0.0,0,0.92,0.08,Democrat,0.0,1.0,Female,0.0,0.0,1.0,0.0,0.0,Hispanic,-0.3620114576702737,0.489348231720986,0.362943228218312,0.0615294150492544,0.571807804339055,0.52361406727441,2,160.525,4.9,0.0,0.0,3.0
3337,National City,2002,3534.0,0.49,0.0,1,0.91,0.09,Democrat,1.0,0.0,Male,0.0,0.0,1.0,0.0,0.0,Hispanic,-0.3620114576702737,0.492562241869947,0.36557635626079,0.055041228388074,0.598598672348442,0.517072459844486,3,177.04166666666666,4.7,0.0,1.0,3.0
3943,National City,2002,1942.0,0.27,0.0,0,0.08,0.92,Republican,1.0,0.0,Male,0.0,1.0,0.0,0.0,0.0,Caucasian,0.8224900398406375,0.492562241869947,0.36557635626079,0.055041228388074,0.598598672348442,0.517072459844486,3,177.04166666666666,4.7,1.0,1.0,2.0
4038,National City,2002,1746.0,0.24,1.0,0,0.15,0.85,Republican,1.0,0.0,Male,0.0,1.0,0.0,0.0,0.0,Caucasian,0.8224900398406375,0.492562241869947,0.36557635626079,0.055041228388074,0.598598672348442,0.517072459844486,3,177.04166666666666,4.7,1.0,1.0,2.0
1477,New Bedford,1993,11181.0,0.66,1.0,1,1.0,0.0,Democrat,0.02,0.98,Female,0.0,1.0,0.0,0.0,0.0,Caucasian,-0.35,0.530600637821791,0.849474620278043,0.0416611081547626,0.0772446713709281,0.0864122313971573,2,140.3083333333333,7.5,0.0,0.0,2.0
2621,New Bedford,1993,5724.0,0.34,0.0,0,0.5732651225545311,0.42673487744546884,Unknown,0.8055726738293127,0.1944273261706872,Unknown,0.15,0.83,0.02,0.0,0.0,Caucasian,-0.14590909090909085,0.530600637821791,0.849474620278043,0.0416611081547626,0.0772446713709281,0.0864122313971573,2,140.3083333333333,7.5,0.4171351472903081,0.8053922562335293,2.0
1365,New Bedford,1995,12118.0,0.52,1.0,1,1.0,0.0,Democrat,0.02,0.98,Female,0.0,1.0,0.0,0.0,0.0,Caucasian,-0.35,0.530118107664461,0.832095751476528,0.0422873382745239,0.0843531630125811,0.0908922790721221,2,148.225,6.1,0.0,0.0,2.0
1489,New Bedford,1995,11089.0,0.48,0.0,0,1.0,0.0,Democrat,1.0,0.0,Male,0.0,1.0,0.0,0.0,0.0,Caucasian,-0.4,0.530118107664461,0.832095751476528,0.0422873382745239,0.0843531630125811,0.0908922790721221,2,148.225,6.1,0.0,1.0,2.0
1093,New Bedford,1997,15201.0,0.59,0.0,1,1.0,0.0,Democrat,1.0,0.0,Male,0.0,1.0,0.0,0.0,0.0,Caucasian,-0.4,0.529635577507132,0.814716882675013,0.0429135683942852,0.0914616546542341,0.0953723267470869,2,156.85833333333332,5.4,0.0,1.0,2.0
1542,New Bedford,1997,10653.0,0.41,1.0,0,1.0,0.0,Democrat,0.02,0.98,Female,0.0,1.0,0.0,0.0,0.0,Caucasian,-0.35,0.529635577507132,0.814716882675013,0.0429135683942852,0.0914616546542341,0.0953723267470869,2,156.85833333333332,5.4,0.0,0.0,2.0
1099,New Bedford,1999,15120.0,0.88,1.0,1,1.0,0.0,Democrat,1.0,0.0,Male,0.0,1.0,0.0,0.0,0.0,Caucasian,-0.4,0.529153047349802,0.797338013873499,0.0435397985140465,0.0985701462958871,0.0998523744220518,2,163.00833333333335,4.5,0.0,1.0,2.0
3876,New Bedford,1999,2105.0,0.12,0.0,0,0.77,0.23,Democrat,0.99,0.01,Male,0.6,0.37,0.02,0.01,0.0,Black,-0.3620114576702737,0.529153047349802,0.797338013873499,0.0435397985140465,0.0985701462958871,0.0998523744220518,2,163.00833333333335,4.5,0.0,1.0,1.0
1267,New Bedford,2001,13172.0,0.68,1.0,1,1.0,0.0,Democrat,1.0,0.0,Male,0.0,1.0,0.0,0.0,0.0,Caucasian,-0.4,0.528064318281654,0.784252545153875,0.0458659308668205,0.108652949202585,0.104057089769831,2,172.1916666666667,4.0,0.0,1.0,2.0
2451,New Bedford,2001,6342.0,0.32,0.0,0,0.98,0.02,Democrat,1.0,0.0,Male,1.0,0.0,0.0,0.0,0.0,Black,-0.04,0.528064318281654,0.784252545153875,0.0458659308668205,0.108652949202585,0.104057089769831,2,172.1916666666667,4.0,0.0,1.0,1.0
1693,New Bedford,2003,9685.0,0.67,1.0,1,1.0,0.0,Democrat,1.0,0.0,Male,0.0,1.0,0.0,0.0,0.0,Caucasian,-0.4,0.526369390302687,0.775460476516143,0.0498919654526073,0.121710063374328,0.107986472790425,2,179.86666666666667,5.8,0.0,1.0,2.0
2899,New Bedford,2003,4814.0,0.33,0.0,0,0.78,0.22,Democrat,1.0,0.0,Male,0.15,0.85,0.0,0.0,0.0,Caucasian,-0.3620114576702737,0.526369390302687,0.775460476516143,0.0498919654526073,0.121710063374328,0.107986472790425,2,179.86666666666667,5.8,0.0,1.0,2.0
2122,New Bedford,2015,7552.0,0.62,1.0,1,1.0,0.0,Democrat,1.0,0.0,Male,0.0,1.0,0.0,0.0,0.0,Caucasian,-0.3620114576702737,0.519203860827901,0.689876851581072,0.0668302122840747,0.187790492675358,0.0686185830664514,2,236.715,6.2,0.0,1.0,2.0
2963,New Bedford,2015,4646.0,0.38,0.0,0,0.98,0.02,Democrat,0.0,1.0,Female,0.0,0.0,1.0,0.0,0.0,Hispanic,-0.33,0.519203860827901,0.689876851581072,0.0668302122840747,0.187790492675358,0.0686185830664514,2,236.715,6.2,0.0,0.0,3.0
1943,New Bedford,2017,8371.0,0.6,1.0,1,1.0,0.0,Democrat,1.0,0.0,Male,0.0,1.0,0.0,0.0,0.0,Caucasian,-0.3620114576702737,0.518710548208539,0.667952297699869,0.0679690625965602,0.19594270455533,0.0473702909480303,2,240.00541666666663,4.9,0.0,1.0,2.0
2694,New Bedford,2017,5496.0,0.4,0.0,0,0.5732651225545311,0.42673487744546884,Unknown,1.0,0.0,Male,0.1,0.9,0.0,0.0,0.0,Caucasian,-0.14590909090909085,0.518710548208539,0.667952297699869,0.0679690625965602,0.19594270455533,0.0473702909480303,2,240.00541666666663,4.9,0.4171351472903081,1.0,2.0
2327,New Bedford,2019,6778.0,0.73,1.0,1,1.0,0.0,Democrat,1.0,0.0,Male,0.0,1.0,0.0,0.0,0.0,Caucasian,-0.3620114576702737,0.518217235589178,0.646027743818666,0.0691079129090456,0.204094916435302,0.0261219988296092,2,251.09949999999995,3.9,0.0,1.0,2.0
3708,New Bedford,2019,2483.0,0.27,0.0,0,0.85,0.15,Democrat,1.0,0.0,Male,0.81,0.16,0.01,0.02,0.0,Black,-0.3620114576702737,0.518217235589178,0.646027743818666,0.0691079129090456,0.204094916435302,0.0261219988296092,2,251.09949999999995,3.9,0.0,1.0,1.0
2088,New Britain,1997,7663.0,0.66,1.0,1,1.0,0.0,Democrat,0.99,0.01,Male,0.0,1.0,0.0,0.0,0.0,Caucasian,-0.31,0.52152090149472,0.730486417839754,0.0990074714459042,0.236081924441657,0.140712744817333,2,156.85833333333332,5.4,0.0,1.0,2.0
3180,New Britain,1997,4026.0,0.34,0.0,0,0.0,1.0,Republican,1.0,0.0,Male,0.01,0.99,0.0,0.0,0.0,Caucasian,0.69,0.52152090149472,0.730486417839754,0.0990074714459042,0.236081924441657,0.140712744817333,2,156.85833333333332,5.4,1.0,1.0,2.0
2481,New Britain,1999,6244.0,0.74,1.0,1,1.0,0.0,Democrat,0.99,0.01,Male,0.0,1.0,0.0,0.0,0.0,Caucasian,-0.31,0.521264047318112,0.706037524855882,0.105635217144721,0.257042078851833,0.150513518869889,3,163.00833333333335,4.5,0.0,1.0,2.0
3841,New Britain,1999,2186.0,0.26,0.0,0,0.0,1.0,Republican,1.0,0.0,Male,0.0,0.97,0.02,0.0,0.0,Caucasian,0.8224900398406375,0.521264047318112,0.706037524855882,0.105635217144721,0.257042078851833,0.150513518869889,3,163.00833333333335,4.5,1.0,1.0,2.0
5229,New Britain,1999,3.0,0.0,0.0,0,0.5732651225545311,0.42673487744546884,Unknown,0.8055726738293127,0.1944273261706872,Unknown,0.15541763341067283,0.7324903325599382,0.08610208816705338,0.024184068058778034,0.000675990675990676,Unknown,-0.14590909090909085,0.521264047318112,0.706037524855882,0.105635217144721,0.257042078851833,0.150513518869889,3,163.00833333333335,4.5,0.4171351472903081,0.8053922562335293,1.9062258313998452
2316,New Britain,2001,6826.0,0.67,1.0,1,1.0,0.0,Democrat,0.99,0.01,Male,0.0,1.0,0.0,0.0,0.0,Caucasian,-0.31,0.52049324909282,0.688059068836434,0.111068141599038,0.277562006675309,0.158636004638026,3,172.1916666666667,4.0,0.0,1.0,2.0
3796,New Britain,2001,2275.0,0.22,0.0,0,0.0,1.0,Republican,1.0,0.0,Male,0.0,0.99,0.0,0.0,0.0,Caucasian,0.17,0.52049324909282,0.688059068836434,0.111068141599038,0.277562006675309,0.158636004638026,3,172.1916666666667,4.0,1.0,1.0,2.0
4340,New Britain,2001,1106.0,0.11,0.0,0,0.0,1.0,Republican,0.99,0.01,Male,0.01,0.99,0.0,0.0,0.0,Caucasian,0.64,0.52049324909282,0.688059068836434,0.111068141599038,0.277562006675309,0.158636004638026,3,172.1916666666667,4.0,1.0,1.0,2.0
2663,New Britain,2003,5597.0,0.53,0.0,1,0.0,1.0,Republican,1.0,0.0,Male,0.0,1.0,0.0,0.0,0.0,Caucasian,0.85,0.519208506818844,0.676551049781408,0.115306244808856,0.297641707912085,0.165080202121744,2,179.86666666666667,5.8,1.0,1.0,2.0
2874,New Britain,2003,4891.0,0.47,1.0,0,1.0,0.0,Democrat,0.99,0.01,Male,0.0,1.0,0.0,0.0,0.0,Caucasian,-0.31,0.519208506818844,0.676551049781408,0.115306244808856,0.297641707912085,0.165080202121744,2,179.86666666666667,5.8,0.0,1.0,2.0
2568,New Britain,2005,5910.0,0.52,1.0,1,0.0,1.0,Republican,1.0,0.0,Male,0.0,1.0,0.0,0.0,0.0,Caucasian,0.85,0.517923764544869,0.665043030726382,0.119544348018675,0.31772140914886,0.171524399605461,3,188.9083333333333,5.5,1.0,1.0,2.0
2789,New Britain,2005,5207.0,0.46,0.0,0,1.0,0.0,Democrat,1.0,0.0,Male,0.03,0.9,0.06,0.01,0.0,Caucasian,-0.6,0.517923764544869,0.665043030726382,0.119544348018675,0.31772140914886,0.171524399605461,3,188.9083333333333,5.5,0.0,1.0,2.0
4974,New Britain,2005,167.0,0.01,0.0,0,0.06,0.94,Republican,1.0,0.0,Male,0.06,0.04,0.91,0.0,0.0,Hispanic,0.69,0.517923764544869,0.665043030726382,0.119544348018675,0.31772140914886,0.171524399605461,3,188.9083333333333,5.5,1.0,1.0,3.0
2609,New Britain,2007,5750.0,0.64,1.0,1,0.0,1.0,Republican,1.0,0.0,Male,0.0,1.0,0.0,0.0,0.0,Caucasian,0.85,0.516639022270893,0.653535011671356,0.123782451228493,0.337801110385636,0.177968597089179,2,201.55833333333337,4.6,1.0,1.0,2.0
3439,New Britain,2007,3247.0,0.36,0.0,0,1.0,0.0,Democrat,0.8055726738293127,0.1944273261706872,Unknown,0.15541763341067283,0.7324903325599382,0.08610208816705338,0.024184068058778034,0.000675990675990676,Unknown,-0.37,0.516639022270893,0.653535011671356,0.123782451228493,0.337801110385636,0.177968597089179,2,201.55833333333337,4.6,0.0,0.8053922562335293,1.9062258313998452
2999,New Britain,2009,4548.0,0.51,1.0,1,0.0,1.0,Republican,1.0,0.0,Male,0.0,1.0,0.0,0.0,0.0,Caucasian,0.85,0.515354279996917,0.642026992616331,0.128020554438311,0.357880811622412,0.184412794572897,2,215.25425,5.8,1.0,1.0,2.0
3049,New Britain,2009,4384.0,0.49,0.0,0,1.0,0.0,Democrat,1.0,0.0,Male,0.0,1.0,0.0,0.0,0.0,Caucasian,-0.5,0.515354279996917,0.642026992616331,0.128020554438311,0.357880811622412,0.184412794572897,2,215.25425,5.8,0.0,1.0,2.0
2770,New Britain,2013,5258.0,0.56,0.0,1,0.0,1.0,Republican,0.09,0.91,Female,0.0,1.0,0.0,0.0,0.0,Caucasian,0.78,0.51356561395148,0.654604055578721,0.129591821829441,0.387411023959946,0.139746585640254,2,229.5860833333333,8.1,1.0,0.0,2.0
3141,New Britain,2013,4147.0,0.44,1.0,0,1.0,0.0,Democrat,1.0,0.0,Male,0.0,1.0,0.0,0.0,0.0,Caucasian,-0.5,0.51356561395148,0.654604055578721,0.129591821829441,0.387411023959946,0.139746585640254,2,229.5860833333333,8.1,0.0,1.0,2.0
2620,New Britain,2015,5726.0,0.67,1.0,1,0.0,1.0,Republican,0.09,0.91,Female,0.0,1.0,0.0,0.0,0.0,Caucasian,0.78,0.512801417345847,0.66682477057199,0.129226632353588,0.400404598439377,0.107821047190587,3,236.715,6.2,1.0,0.0,2.0
3634,New Britain,2015,2692.0,0.32,0.0,0,1.0,0.0,Democrat,0.99,0.01,Male,0.04,0.93,0.04,0.0,0.0,Caucasian,-0.54,0.512801417345847,0.66682477057199,0.129226632353588,0.400404598439377,0.107821047190587,3,236.715,6.2,0.0,1.0,2.0
5043,New Britain,2015,112.0,0.01,0.0,0,0.85,0.15,Democrat,1.0,0.0,Male,0.11,0.72,0.16,0.02,0.0,Caucasian,-0.3620114576702737,0.512801417345847,0.66682477057199,0.129226632353588,0.400404598439377,0.107821047190587,3,236.715,6.2,0.0,1.0,2.0
2725,New Britain,2017,5397.0,0.56,1.0,1,0.0,1.0,Republican,0.09,0.91,Female,0.0,1.0,0.0,0.0,0.0,Caucasian,0.78,0.512037220740214,0.679045485565259,0.128861442877735,0.413398172918808,0.0758955087409189,3,240.00541666666663,4.9,1.0,0.0,2.0
3131,New Britain,2017,4159.0,0.43,0.0,0,1.0,0.0,Democrat,1.0,0.0,Male,0.11,0.86,0.03,0.0,0.0,Caucasian,-0.61,0.512037220740214,0.679045485565259,0.128861442877735,0.413398172918808,0.0758955087409189,3,240.00541666666663,4.9,0.0,1.0,2.0
